"Verlag","Kosten (voraussichtlich)","Autoren","Artikel/Titel","Förderung_HTWG","Eigenanteil Autoren","Erschienen","DOI"
"transcript-Verlag","7,000.00 €","Obendiek","Handbuch China-Kompetenzen","5,000.00 €","2,000.00 €",2022,"https://doi.org/10.1515/9783839459751"
