institution,period,euro,doi,backlist_oa,publisher,book_title,isbn_1,isbn_2,isbn_3
su,2026, 9001.42,10.1515/9783111347998,FALSE,John Benjamins publi,Tense and Aspect in Multilingual Romance Language Education,NA,NA,NA
su,2026,10849.77,10.51952/9781529257700,FALSE,University of Bristol,Education and Civil Repair,9781529257687,NA,NA
su,2026, 7233.18,10.1017/9781009780636,FALSE,Cambridge University,Corporate Climate Adaptation,NA,NA,NA
su,2026,10378.74,10.4324/9781003699408,FALSE,Taylor & Francis,"Material Culture in the Swedish Navy, c. 1450-1850",9781003699408,NA,NA
su,2025,12166.46,10.1017/9781009640817,FALSE,Cambridge University,Negotiating Imperialism: Murakami Naojirō's Archival Diplomacy,NA,NA,NA
