"institution","period","euro","doi","is_hybrid","publisher","journal_full_title","issn","issn_print","issn_electronic","issn_l","license_ref","indexed_in_crossref","pmid","pmcid","ut","url","doaj","agreement"
"Giessen U",2020,3173.06,"10.1007/s00393-020-00824-0",TRUE,"Springer Nature","Zeitschrift für Rheumatologie","0340-1855","0340-1855","1435-1250","0340-1855","https://www.springer.com/tdm",TRUE,"32514854","PMC7278764","ut:000539134400001",NA,FALSE,"DEAL Springer Nature Germany"
"Giessen U",2020,3173.06,"10.1007/s00415-020-10275-x",TRUE,"Springer Nature","Journal of Neurology","0340-5354","0340-5354","1432-1459","0340-5354","https://www.springer.com/tdm",TRUE,"33083867",NA,"ut:000581048900001",NA,FALSE,"DEAL Springer Nature Germany"
"Giessen U",2020,3173.06,"10.1007/s11299-020-00253-1",TRUE,"Springer Nature","Mind & Society","1593-7879","1593-7879","1860-1839","1593-7879","https://www.springer.com/tdm",TRUE,NA,"PMC7675018",NA,NA,FALSE,"DEAL Springer Nature Germany"
"Giessen U",2020,3173.06,"10.1007/s10495-020-01640-2",TRUE,"Springer Nature","Apoptosis","1360-8185","1360-8185","1573-675X","1360-8185","http://www.springer.com/tdm",TRUE,"33113043",NA,"ut:000584864500001",NA,FALSE,"DEAL Springer Nature Germany"
"Giessen U",2020,3173.06,"10.1007/s12020-020-02413-2",TRUE,"Springer Nature","Endocrine","1355-008X","1355-008X","1559-0100","1355-008X","https://www.springer.com/tdm",TRUE,"32656694",NA,"ut:000547806800002",NA,FALSE,"DEAL Springer Nature Germany"
"Giessen U",2020,3173.06,"10.1007/s00247-020-04774-2",TRUE,"Springer Nature","Pediatric Radiology","0301-0449","0301-0449","1432-1998","0301-0449","https://www.springer.com/tdm",TRUE,"32821991",NA,"ut:000561816900004",NA,FALSE,"DEAL Springer Nature Germany"
"Giessen U",2020,3173.06,"10.1007/s00393-020-00897-x",TRUE,"Springer Nature","Zeitschrift für Rheumatologie","0340-1855","0340-1855","1435-1250","0340-1855","https://www.springer.com/tdm",TRUE,"33005994",NA,"ut:000574335000002",NA,FALSE,"DEAL Springer Nature Germany"
"Giessen U",2020,3173.06,"10.1007/s00381-020-04541-6",TRUE,"Springer Nature","Child's Nervous System","0256-7040","0256-7040","1433-0350","0256-7040","http://www.springer.com/tdm",TRUE,"32078023",NA,"ut:000516266700001",NA,FALSE,"DEAL Springer Nature Germany"
"Giessen U",2020,3173.06,"10.1007/s10648-020-09559-5",TRUE,"Springer Nature","Educational Psychology Review","1040-726X","1040-726X","1573-336X","1040-726X","https://www.springer.com/tdm",TRUE,NA,NA,"ut:000554850000001",NA,FALSE,"DEAL Springer Nature Germany"
"Giessen U",2020,3173.06,"10.1007/s10482-020-01443-0",TRUE,"Springer Nature","Antonie van Leeuwenhoek","0003-6072","0003-6072","1572-9699","0003-6072","http://www.springer.com/tdm",TRUE,"32638136",NA,"ut:000546757200001",NA,FALSE,"DEAL Springer Nature Germany"
"Giessen U",2020,3173.06,"10.1007/s13218-020-00668-5",TRUE,"Springer Nature","KI - Künstliche Intelligenz","0933-1875","0933-1875","1610-1987","0933-1875","http://www.springer.com/tdm",TRUE,NA,NA,"ut:000537979400001",NA,FALSE,"DEAL Springer Nature Germany"
