institution,period,euro,doi,backlist_oa,publisher,book_title,isbn,isbn_print,isbn_electronic,license_ref,indexed_in_crossref,doab
Goethe University,2024,5999.98,10.1017/9781009443869,FALSE,Cambridge University Press,Insurgent Cultures,9781009443869,,,andere,,
Goethe University,2024,10609.84,10.1093/oso/9780192855503.001.0001,FALSE,Oxford University PressOxford,A Century of Anarchy?,9780192855503,,,CC BY-NC-ND,,
Goethe University,2023,3361.34,10.1163/9789004538016,FALSE,BRILL,Early Modern Litterae Indipetae for the East Indies,9789004538009,,,CC BY-NC-ND,,
Goethe University,2025,2380,10.1163/9789004710894,FALSE,BRILL,Le Labyrinthe littéraire de Mohamed Mbougar Sarr,9789004710894,,,CC BY,,
Goethe University,2023,4165,10.12907/978-3-593-44902-9,FALSE,Campus Verlag,Living in the Plastic Age,9783593449029,,,CC BY-SA,,
Goethe University,2024,1190,10.12907/978-3-593-44951-7,FALSE,Campus Verlag,Biokapital,9783593449517,,,CC BY-ND,,
Goethe University,2023,5950,10.12907/978-3-593-45575-4,FALSE,Campus Verlag,Relationalität der Menschenwürde,9783593455754,,,CC BY-SA,,
Goethe University,2024,4760,10.12907/978-3-593-45973-8,FALSE,Campus Verlag,Der neue sozial-ökologische Klassenkonflikt,9783593459738,,,CC BY-NC-ND,,
Goethe University,2023,2759,10.14361/9783839461600,FALSE,transcript Verlag,Wissenskrisen - Krisenwissen,9783837661606,,,CC BY-NC-ND,,
Goethe University,2023,4641,10.14361/9783839463468,FALSE,transcript Verlag,Reading Race Relationally,9783837663464,,,CC BY-SA,,
Goethe University,2023,5000,10.14361/9783839463994,FALSE,transcript Verlag,Writing together,9783837663990,,,CC BY,,
Goethe University,2023,6000,10.14361/9783839467077,FALSE,transcript Verlag,Performing Technocapitalism,9783837667073,,,CC BY,,
Goethe University,2023,7140,10.14361/9783839467831,FALSE,transcript Verlag,Ritual seks - Sex als ritueller Akt der Heiligenverehrung,9783837667837,,,CC BY,,
Goethe University,2023,6000,10.14361/9783839467954,FALSE,transcript Verlag,Die Kommentatoren des Post-Cinema,9783837667950,,,CC BY-SA,,
Goethe University,2023,6000,10.14361/9783839467985,FALSE,transcript Verlag,Die Praxis des Nudging,9783837667981,,,CC BY,,
Goethe University,2024,7348.25,10.14361/9783839469514,FALSE,transcript Verlag,Dialog als Denkfigur,9783837669510,,,CC BY,,
Goethe University,2024,6000,10.14361/9783839469927,FALSE,transcript Verlag,Städte auf dem Weg zur Nachhaltigkeit,9783837669923,,,CC BY,,
Goethe University,2024,6991.25,10.14361/9783839471081,FALSE,transcript Verlag,Inklusion und Grenzen,9783837671087,,,CC BY-NC-ND,,
Goethe University,2024,6498.6,10.14361/9783839471579,FALSE,transcript Verlag,Narrativity and violence,9783837671575,,,CC BY-SA,,
