institution,period,euro,doi,backlist_oa,book_title,isbn
ZHAW Zurich University of Applied Sciences,2023,4778.72,10.21256/zhaw-28078,false,"Partizipation in stationären Erziehungshilfen. Perspektiven, Bedarfe und Konzepte in der Schweiz","978-3-7799-7159-7"
