"institution","period","euro","doi","backlist_oa","publisher","book_title","isbn","isbn_print","isbn_electronic","license_ref","indexed_in_crossref","doab"
"ZHAW Zurich University of Applied Sciences",2025,6979.45,"10.1007/978-3-032-03273-7",FALSE,"Springer International Publishing","Decentralized Autonomous Organizations—Governance, Technology, and Legal Perspectives","978-3-032-03272-0","978-3-032-03272-0","978-3-032-03273-7","https://creativecommons.org/licenses/by/4.0",TRUE,FALSE
"ZHAW Zurich University of Applied Sciences",2025,8002.98,"10.1007/978-3-031-89045-1",FALSE,"Springer International Publishing","Digital Learning Design","978-3-031-89047-5","978-3-031-89047-5","978-3-031-89045-1","https://creativecommons.org/licenses/by/4.0",TRUE,TRUE
