"institution","period","euro","doi","backlist_oa","publisher","book_title","isbn","isbn_print","isbn_electronic","license_ref","indexed_in_crossref","doab"
"ZHAW Zurich University of Applied Sciences",2022,7000.5,"10.5771/9783748933106",FALSE,"Nomos Verlagsgesellschaft mbH & Co. KG","Ansätze zur Entwicklung eines neuen Vollgenossenschaftsmodells mit integrierter Währung","978-3-7489-3310-6","978-3-7489-3310-6",NA,"https://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,FALSE
"ZHAW Zurich University of Applied Sciences",2022,7883.45,"10.1017/9781009216500",FALSE,"Cambridge University Press","The Carbon Market Challenge","978-1-009-21650-0","978-1-009-21647-0","978-1-009-21650-0","https://www.cambridge.org/core/terms",TRUE,FALSE
