institution;period;euro;DOI;is_hybrid;publisher;journal_full_title;issn;url
Universität Leipzig;2019;400;10.1016/j.ijchp.2018.12.001;FALSE;;;;
Universität Leipzig;2019;464.1;10.1016/j.mmcr.2018.11.005;FALSE;;;;
Universität Leipzig;2019;593.81;10.3897/rio.5.e47042;FALSE;;;;
Universität Leipzig;2019;642.6;10.5194/egqsj-68-75-2019;FALSE;;;;
Universität Leipzig;2019;669.14;10.3390/brainsci9020040;FALSE;;;;
Universität Leipzig;2019;688.32;10.3390/ijms20081972;FALSE;;;;
Universität Leipzig;2019;756.74;10.3390/cells8080775;FALSE;;;;
Universität Leipzig;2019;786.72;10.3390/a12040081;FALSE;;;;
Universität Leipzig;2019;798.09;10.1021/acsomega.9b00412;FALSE;;;;
Universität Leipzig;2019;800.87;10.1002/ccr3.1992;FALSE;;;;
Universität Leipzig;2019;805.96;10.1021/acsomega.9b03251;FALSE;;;;
Universität Leipzig;2019;813.6;10.3390/diagnostics9040126;FALSE;;;;
Universität Leipzig;2019;815.15;10.1038/s41598-019-40052-4;FALSE;;;;
Universität Leipzig;2019;868.7;10.1016/j.ijscr.2019.03.037;FALSE;;;;
Universität Leipzig;2019;868.7;10.1016/j.ijscr.2019.08.025;FALSE;;;;
Universität Leipzig;2019;877.43;10.1088/1367-2630/ab3d76;FALSE;;;;
Universität Leipzig;2019;924.02;10.3390/catal9030242;FALSE;;;;
Universität Leipzig;2019;969.4;10.3390/pharmaceutics11120677;FALSE;;;;
Universität Leipzig;2019;975.8;10.1016/j.hrcr.2019.10.005;FALSE;;;;
Universität Leipzig;2019;980.36;10.3390/ani9100740;FALSE;;;;
Universität Leipzig;2019;994.41;10.7717/peerj.7069;FALSE;;;;
Universität Leipzig;2019;1004.14;10.7717/peerj.8053;FALSE;;;;
Universität Leipzig;2019;1028.03;10.3390/cryst9110600;FALSE;;;;
Universität Leipzig;2019;1049.66;10.1136/tsaco-2018-000271;FALSE;;;;
Universität Leipzig;2019;1059.31;10.1525/collabra.226;FALSE;;;;
Universität Leipzig;2019;1212.48;10.3390/cells8080870;FALSE;;;;
Universität Leipzig;2019;1212.61;10.1002/2211-5463.12588;FALSE;;;;
Universität Leipzig;2019;1213.73;10.3390/ijms20153656;FALSE;;;;
Universität Leipzig;2019;1214.23;10.3390/v11080726;FALSE;;;;
Universität Leipzig;2019;1221.23;10.3389/fnsys.2019.00030;FALSE;;;;
Universität Leipzig;2019;1254.38;10.3389/fped.2018.00047;FALSE;;;;
Universität Leipzig;2019;1296.77;10.3390/pharmaceutics11110600;FALSE;;;;
Universität Leipzig;2019;1311.38;10.1111/jvim.15460;FALSE;;;;
Universität Leipzig;2019;1318.33;10.3390/ijerph16122078;FALSE;;;;
Universität Leipzig;2019;1321.95;10.3390/ijerph16050677;FALSE;;;;
Universität Leipzig;2019;1324.18;10.1155/2019/8389765;FALSE;;;;
Universität Leipzig;2019;1331.02;10.1093/nar/gkz133;FALSE;;;;
Universität Leipzig;2019;1370.12;10.1063/1.5054394;FALSE;;;;
Universität Leipzig;2019;1407.76;10.3390/v11020146;FALSE;;;;
Universität Leipzig;2019;1408.57;10.3390/nu11010054;FALSE;;;;
Universität Leipzig;2019;1412.71;10.3390/cancers11040465;FALSE;;;;
Universität Leipzig;2019;1414.96;10.3390/cancers11060814;FALSE;;;;
Universität Leipzig;2019;1416.34;10.3390/jcm8050584;FALSE;;;;
Universität Leipzig;2019;1417.64;10.3390/ijms20061382;FALSE;;;;
Universität Leipzig;2019;1417.64;10.3390/ijms20061384;FALSE;;;;
Universität Leipzig;2019;1417.81;10.3390/rs11091111;FALSE;;;;
Universität Leipzig;2019;1423.95;10.3390/cancers11040543;FALSE;;;;
Universität Leipzig;2019;1428;10.1088/1367-2630/ab20f0;FALSE;;;;
Universität Leipzig;2019;1428;10.1088/1367-2630/ab3572;FALSE;;;;
Universität Leipzig;2019;1438.71;10.5194/cp-15-463-2019;FALSE;;;;
Universität Leipzig;2019;1439.9;10.1159/000500095;FALSE;;;;
Universität Leipzig;2019;1439.9;10.1159/000501969;FALSE;;;;
Universität Leipzig;2019;1439.9;10.1159/000502799;FALSE;;;;
Universität Leipzig;2019;1456.88;10.3390/ijms20215474;FALSE;;;;
Universität Leipzig;2019;1458.73;10.3390/cancers11101586;FALSE;;;;
Universität Leipzig;2019;1460.84;10.3390/genes10110875;FALSE;;;;
Universität Leipzig;2019;1460.89;10.3390/rs12010038;FALSE;;;;
Universität Leipzig;2019;1461.59;10.3390/ijms21010057;FALSE;;;;
Universität Leipzig;2019;1463.7;10.1016/j.jvacx.2019.100046;FALSE;;;;
Universität Leipzig;2019;1464.88;10.3390/nu11051037;FALSE;;;;
Universität Leipzig;2019;1469.22;10.3390/ijms20204993;FALSE;;;;
Universität Leipzig;2019;1469.22;10.3390/jcm8101668;FALSE;;;;
Universität Leipzig;2019;1469.22;10.3390/molecules24234263;FALSE;;;;
Universität Leipzig;2019;1471.74;10.3390/ijms20164048;FALSE;;;;
Universität Leipzig;2019;1474.64;10.3390/jcm8091465;FALSE;;;;
Universität Leipzig;2019;1478.36;10.3390/molecules24183288;FALSE;;;;
Universität Leipzig;2019;1496.16;10.1136/bmjopen-2018-027673;FALSE;;;;
Universität Leipzig;2019;1511.81;10.2144/btn-2019-0047;FALSE;;;;
Universität Leipzig;2019;1548.19;10.1002/ece3.4951;FALSE;;;;
Universität Leipzig;2019;1587.46;10.1371/journal.pone.0213490;FALSE;;;;
Universität Leipzig;2019;1608.88;10.1186/s12859-019-2786-5;FALSE;;;;
Universität Leipzig;2019;1630.3;10.1038/s41598-018-37654-9;FALSE;;;;
Universität Leipzig;2019;1654.1;10.1038/s41597-019-0072-z;FALSE;;;;
Universität Leipzig;2019;1656.04;10.1097/MD.0000000000016320;FALSE;;;;
Universität Leipzig;2019;1658.65;10.1371/journal.pone.0210504;FALSE;;;;
Universität Leipzig;2019;1658.65;10.1371/journal.pone.0211679;FALSE;;;;
Universität Leipzig;2019;1658.65;10.1371/journal.pone.0212627;FALSE;;;;
Universität Leipzig;2019;1661.24;10.1186/s12859-019-2711-y;FALSE;;;;
Universität Leipzig;2019;1661.24;10.1186/s12864-019-6024-3;FALSE;;;;
Universität Leipzig;2019;1661.24;10.1186/s12866-019-1417-7;FALSE;;;;
Universität Leipzig;2019;1661.24;10.1186/s12868-019-0507-7;FALSE;;;;
Universität Leipzig;2019;1661.24;10.1186/s12868-019-0526-4;FALSE;;;;
Universität Leipzig;2019;1661.24;10.1186/s12870-019-1736-8;FALSE;;;;
Universität Leipzig;2019;1661.24;10.1186/s12874-019-0779-8;FALSE;;;;
Universität Leipzig;2019;1661.24;10.1186/s12876-019-0957-5;FALSE;;;;
Universität Leipzig;2019;1661.24;10.1186/s12877-019-1212-1;FALSE;;;;
Universität Leipzig;2019;1661.24;10.1186/s12884-019-2328-1;FALSE;;;;
Universität Leipzig;2019;1661.24;10.1186/s12885-019-6009-2;FALSE;;;;
Universität Leipzig;2019;1661.24;10.1186/s12887-019-1450-6;FALSE;;;;
Universität Leipzig;2019;1661.24;10.1186/s12888-019-2063-1;FALSE;;;;
Universität Leipzig;2019;1661.24;10.1186/s12891-019-2657-2;FALSE;;;;
Universität Leipzig;2019;1661.24;10.1186/s12894-019-0500-6;FALSE;;;;
Universität Leipzig;2019;1661.24;10.1186/s12909-018-1445-2;FALSE;;;;
Universität Leipzig;2019;1661.24;10.1186/s12913-019-3871-1;FALSE;;;;
Universität Leipzig;2019;1661.24;10.1186/s12913-019-4003-7;FALSE;;;;
Universität Leipzig;2019;1661.24;10.1186/s13037-018-0181-1;FALSE;;;;
Universität Leipzig;2019;1661.24;10.1186/s13063-018-3156-8;FALSE;;;;
Universität Leipzig;2019;1661.24;10.1186/s13326-019-0203-7;FALSE;;;;
Universität Leipzig;2019;1661.24;10.1186/s13326-019-0206-4;FALSE;;;;
Universität Leipzig;2019;1685.04;10.1186/s13019-019-0831-0;FALSE;;;;
Universität Leipzig;2019;1685.04;10.1186/s13195-019-0494-z;FALSE;;;;
Universität Leipzig;2019;1686.48;10.1097/MD.0000000000016729;FALSE;;;;
Universität Leipzig;2019;1692.78;10.1371/journal.pone.0218754;FALSE;;;;
Universität Leipzig;2019;1692.78;10.1371/journal.pone.0218972;FALSE;;;;
Universität Leipzig;2019;1692.78;10.1371/journal.pone.0219171;FALSE;;;;
Universität Leipzig;2019;1692.78;10.1371/journal.pone.0219318;FALSE;;;;
Universität Leipzig;2019;1692.8;10.1371/journal.pone.0218949;FALSE;;;;
Universität Leipzig;2019;1693.37;10.1371/journal.pone.0207568;FALSE;;;;
Universität Leipzig;2019;1693.37;10.1371/journal.pone.0213597;FALSE;;;;
Universität Leipzig;2019;1693.37;10.1371/journal.pone.0213677;FALSE;;;;
Universität Leipzig;2019;1693.37;10.1371/journal.pone.0214936;FALSE;;;;
Universität Leipzig;2019;1694.56;10.1186/s12888-019-2365-3;FALSE;;;;
Universität Leipzig;2019;1694.56;10.1371/journal.pone.0215435;FALSE;;;;
Universität Leipzig;2019;1694.56;10.1371/journal.pone.0216530;FALSE;;;;
Universität Leipzig;2019;1694.56;10.1371/journal.pone.0216614;FALSE;;;;
Universität Leipzig;2019;1701.17;10.1371/journal.pone.0222927;FALSE;;;;
Universität Leipzig;2019;1701.17;10.1371/journal.pone.0224101;FALSE;;;;
Universität Leipzig;2019;1701.17;10.1371/journal.pone.0224602;FALSE;;;;
Universität Leipzig;2019;1701.17;10.1371/journal.pone.0225047;FALSE;;;;
Universität Leipzig;2019;1704.08;10.1186/s12882-019-1523-7;FALSE;;;;
Universität Leipzig;2019;1704.08;10.1186/s12882-019-1649-7;FALSE;;;;
Universität Leipzig;2019;1704.08;10.1186/s12884-019-2386-4;FALSE;;;;
Universität Leipzig;2019;1704.08;10.1186/s12884-019-2426-0;FALSE;;;;
Universität Leipzig;2019;1704.08;10.1186/s13063-019-3600-4;FALSE;;;;
Universität Leipzig;2019;1704.12;10.1371/journal.pone.0217781;FALSE;;;;
Universität Leipzig;2019;1717;10.1371/journal.pone.0220433;FALSE;;;;
Universität Leipzig;2019;1717;10.1371/journal.pone.0220723;FALSE;;;;
Universität Leipzig;2019;1717;10.1371/journal.pone.0221092;FALSE;;;;
Universität Leipzig;2019;1722.08;10.1371/journal.pone.0225025;FALSE;;;;
Universität Leipzig;2019;1722.08;10.1371/journal.pone.0225274;FALSE;;;;
Universität Leipzig;2019;1723.31;10.1371/journal.pone.0222463;FALSE;;;;
Universität Leipzig;2019;1723.82;10.1155/2019/3973170;FALSE;;;;
Universität Leipzig;2019;177.56;10.3390/inorganics7090106;FALSE;;;;
Universität Leipzig;2019;1773.1;10.1038/s41598-019-42837-z;FALSE;;;;
Universität Leipzig;2019;1773.1;10.1038/s41598-019-43644-2;FALSE;;;;
Universität Leipzig;2019;1773.1;10.1038/s41598-019-43975-0;FALSE;;;;
Universität Leipzig;2019;1773.1;10.1038/s41598-019-44306-z;FALSE;;;;
Universität Leipzig;2019;1773.1;10.1038/s41598-019-44764-5;FALSE;;;;
Universität Leipzig;2019;1773.1;10.1038/s41598-019-45004-6;FALSE;;;;
Universität Leipzig;2019;1773.1;10.1038/s41598-019-45702-1;FALSE;;;;
Universität Leipzig;2019;1773.1;10.1038/s41598-019-46903-4;FALSE;;;;
Universität Leipzig;2019;1773.1;10.1038/s41598-019-48145-w;FALSE;;;;
Universität Leipzig;2019;1773.1;10.1038/s41598-019-48830-w;FALSE;;;;
Universität Leipzig;2019;1773.1;10.1038/s41598-019-49182-1;FALSE;;;;
Universität Leipzig;2019;1773.1;10.1038/s41598-019-50063-w;FALSE;;;;
Universität Leipzig;2019;1773.1;10.1038/s41598-019-51300-y;FALSE;;;;
Universität Leipzig;2019;1773.1;10.1038/s41598-019-52836-9;FALSE;;;;
Universität Leipzig;2019;1773.1;10.1038/s41598-019-54671-4;FALSE;;;;
Universität Leipzig;2019;1780.24;10.1186/s12871-019-0869-5;FALSE;;;;
Universität Leipzig;2019;1780.24;10.1186/s12880-019-0332-6;FALSE;;;;
Universität Leipzig;2019;1780.24;10.1186/s12880-019-0383-8;FALSE;;;;
Universität Leipzig;2019;1780.24;10.1186/s12888-019-2110-y;FALSE;;;;
Universität Leipzig;2019;1780.24;10.1186/s12888-019-2325-y;FALSE;;;;
Universität Leipzig;2019;1780.24;10.1186/s12955-019-1202-1;FALSE;;;;
Universität Leipzig;2019;1780.24;10.1186/s40478-019-0704-8;FALSE;;;;
Universität Leipzig;2019;1780.24;10.1186/s40478-019-0726-2;FALSE;;;;
Universität Leipzig;2019;1785;10.1515/med-2019-0109;FALSE;;;;
