"institution","period","euro","doi","is_hybrid","opt_out","publisher","journal_full_title","issn","issn_print","issn_electronic","issn_l","license_ref","indexed_in_crossref","pmid","pmcid","ut","url","doaj","agreement","group_id"
"Hamburg TUHH",2024,3127.09,"10.1038/s41545-024-00332-7",FALSE,FALSE,"Springer Nature","npj Clean Water","2059-7037",NA,"2059-7037","2059-7037","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,TRUE,"sn2024deal","04bs1pb34_sn2024deal_2024"
"Hamburg TUHH",2024,2071.41,"10.1038/s41598-023-49192-0",FALSE,FALSE,"Springer Nature","Scientific Reports","2045-2322",NA,"2045-2322","2045-2322","https://creativecommons.org/licenses/by/4.0",TRUE,"38097599","PMC10721785",NA,NA,TRUE,"sn2024deal","04bs1pb34_sn2024deal_2024"
"Hamburg TUHH",2024,2071.41,"10.1038/s41598-023-49950-0",FALSE,FALSE,"Springer Nature","Scientific Reports","2045-2322",NA,"2045-2322","2045-2322","https://creativecommons.org/licenses/by/4.0",TRUE,"38182617","PMC10770134",NA,NA,TRUE,"sn2024deal","04bs1pb34_sn2024deal_2024"
"Hamburg TUHH",2024,2143.9,"10.1038/s41598-024-54484-0",FALSE,FALSE,"Springer Nature","Scientific Reports","2045-2322",NA,"2045-2322","2045-2322","https://creativecommons.org/licenses/by/4.0",TRUE,"38388744","PMC10883939",NA,NA,TRUE,"sn2024deal","04bs1pb34_sn2024deal_2024"
"Hamburg TUHH",2024,1320.08,"10.1186/s11671-024-04057-x",FALSE,FALSE,"Springer Nature","Discover Nano","2731-9229",NA,"2731-9229","2731-9229","https://creativecommons.org/licenses/by/4.0",TRUE,"38977513","PMC11231108",NA,NA,TRUE,"sn2024deal","04bs1pb34_sn2024deal_2024"
"Hamburg TUHH",2024,2082.85,"10.1186/s13068-024-02549-7",FALSE,FALSE,"Springer Nature","Biotechnology for Biofuels and Bioproducts","2731-3654",NA,"2731-3654","2731-3654","https://creativecommons.org/licenses/by/4.0",TRUE,"39080797","PMC11290209",NA,NA,TRUE,"sn2024deal","04bs1pb34_sn2024deal_2024"
"Hamburg TUHH",2024,1951.6,"10.1016/j.lwt.2023.115499",FALSE,FALSE,"Elsevier BV","LWT","0023-6438","0023-6438",NA,"0023-6438","http://creativecommons.org/licenses/by/4.0/",TRUE,NA,NA,NA,NA,TRUE,"els2023deal","04bs1pb34_els2023deal_2024"
"Hamburg TUHH",2024,1877.52,"10.1016/j.nbt.2023.10.007",FALSE,FALSE,"Elsevier BV","New Biotechnology","1871-6784","1871-6784",NA,"1871-6784","http://creativecommons.org/licenses/by/4.0/",TRUE,"37852437",NA,NA,NA,TRUE,"els2023deal","04bs1pb34_els2023deal_2024"
"Hamburg TUHH",2024,1332.8,"10.1016/j.trip.2024.101020",FALSE,FALSE,"Elsevier BV","Transportation Research Interdisciplinary Perspectives","2590-1982","2590-1982",NA,"2590-1982","http://creativecommons.org/licenses/by/4.0/",TRUE,NA,NA,NA,NA,TRUE,"els2023deal","04bs1pb34_els2023deal_2024"
"Hamburg TUHH",2024,1437.52,"10.1016/j.aeaoa.2024.100259",FALSE,FALSE,"Elsevier BV","Atmospheric Environment: X","2590-1621","2590-1621",NA,"2590-1621","http://creativecommons.org/licenses/by/4.0/",TRUE,NA,NA,NA,NA,TRUE,"els2023deal","04bs1pb34_els2023deal_2024"
"Hamburg TUHH",2024,2345.44,"10.1016/j.fuproc.2024.108111",FALSE,FALSE,"Elsevier BV","Fuel Processing Technology","0378-3820","0378-3820",NA,"0378-3820","http://creativecommons.org/licenses/by/4.0/",TRUE,NA,NA,NA,NA,TRUE,"els2023deal","04bs1pb34_els2023deal_2024"
"Hamburg TUHH",2024,2408.56,"10.1016/j.bioflm.2024.100193",FALSE,FALSE,"Elsevier BV","Biofilm","2590-2075","2590-2075",NA,"2590-2075","http://creativecommons.org/licenses/by/4.0/",TRUE,"38601817","PMC11004076",NA,NA,TRUE,"els2023deal","04bs1pb34_els2023deal_2024"
"Hamburg TUHH",2024,1292.56,"10.1016/j.aeaoa.2024.100279",FALSE,FALSE,"Elsevier BV","Atmospheric Environment: X","2590-1621","2590-1621",NA,"2590-1621","http://creativecommons.org/licenses/by/4.0/",TRUE,NA,NA,NA,NA,TRUE,"els2023deal","04bs1pb34_els2023deal_2024"
"Hamburg TUHH",2024,2542.32,"10.1002/aisy.202400017",FALSE,FALSE,"Wiley-Blackwell","Advanced Intelligent Systems","2640-4567","2640-4567","2640-4567","2640-4567","http://creativecommons.org/licenses/by/4.0/",TRUE,NA,NA,NA,NA,TRUE,"wiley2024deal","04bs1pb34_wiley2024deal_2024"
