"institution","period","euro","doi","is_hybrid","publisher","journal_full_title","issn","issn_print","issn_electronic","license_ref","indexed_in_crossref","pmid","pmcid","ut","url","doaj"
"Hamburg TUHH",2015,694.76,"10.1155/2015/898651",FALSE,"Hindawi Publishing Corporation","Advances in Fuzzy Systems","1687-7101","1687-7101","1687-711X","http://creativecommons.org/licenses/by/3.0/",TRUE,NA,NA,NA,NA,TRUE
"Hamburg TUHH",2015,1248.46,"10.3390/ma8010285",FALSE,"MDPI AG","Materials","1996-1944",NA,"1996-1944",NA,TRUE,NA,NA,NA,NA,TRUE
"Hamburg TUHH",2015,1874.25,"10.1186/s13568-015-0122-7",FALSE,"Springer Nature","AMB Express","2191-0855",NA,"2191-0855",NA,TRUE,"26054736","PMC4460186",NA,NA,TRUE
"Hamburg TUHH",2015,1523.18,"10.3389/fbioe.2015.00076",FALSE,"Frontiers Media SA","Frontiers in Bioengineering and Biotechnology","2296-4185",NA,"2296-4185",NA,TRUE,"26090361","PMC4453472",NA,NA,TRUE
"Hamburg TUHH",2015,1543.54,"10.1364/OME.5.001653",FALSE,"Optical Society of America (OSA)","Optical Materials Express","2159-3930",NA,"2159-3930",NA,TRUE,NA,NA,NA,NA,TRUE
"Hamburg TUHH",2015,1408.96,"10.1371/journal.pone.0135517",FALSE,"Public Library of Science (PLoS)","PLOS ONE","1932-6203",NA,"1932-6203","http://creativecommons.org/licenses/by/4.0/",TRUE,"26280914","PMC4539214",NA,NA,TRUE
"Hamburg TUHH",2015,1085.76,"10.4236/jep.2015.63020",FALSE,"Scientific Research Publishing, Inc,","Journal of Environmental Protection","2152-2197","2152-2197","2152-2219","http://creativecommons.org/licenses/by/4.0/",TRUE,NA,NA,NA,NA,FALSE
"Hamburg TUHH",2015,2027.31,"10.1364/OE.23.020075",FALSE,"Optical Society of America (OSA)","Optics Express","1094-4087",NA,"1094-4087",NA,TRUE,"26367665",NA,NA,NA,TRUE
"Hamburg TUHH",2015,1904,"10.3390/ijerph120202009",FALSE,"MDPI AG","International Journal of Environmental Research and Public Health","1660-4601",NA,"1660-4601",NA,TRUE,"25679341","PMC4344707",NA,NA,TRUE
"Hamburg TUHH",2015,1990.03,"10.1364/OE.23.027672",FALSE,"Optical Society of America (OSA)","Optics Express","1094-4087",NA,"1094-4087",NA,TRUE,"26480429",NA,NA,NA,TRUE
"Hamburg TUHH",2015,761.41,"10.2109/jcersj2.123.160",FALSE,"Ceramic Society of Japan","Journal of the Ceramic Society of Japan","1348-6535","1882-0743","1348-6535",NA,TRUE,NA,NA,NA,NA,FALSE
"Hamburg TUHH",2015,1950.04,"10.1364/OE.23.0A1236",FALSE,"Optical Society of America (OSA)","Optics Express","1094-4087",NA,"1094-4087",NA,TRUE,"26406752",NA,NA,NA,TRUE
"Hamburg TUHH",2015,1543.98,"10.3389/fmats.2015.00072",FALSE,"Frontiers Media SA","Frontiers in Materials","2296-8016",NA,"2296-8016",NA,TRUE,NA,NA,NA,NA,TRUE
"Hamburg TUHH",2015,1322.37,"10.1109/JPHOT.2015.2487139",FALSE,"Institute of Electrical & Electronics Engineers (IEEE)","IEEE Photonics Journal","1943-0655",NA,"1943-0655",NA,TRUE,NA,NA,NA,NA,TRUE
