"institution","period","euro","doi","is_hybrid","opt_out","publisher","journal_full_title","issn","issn_print","issn_electronic","issn_l","license_ref","indexed_in_crossref","pmid","pmcid","ut","url","doaj","agreement","group_id"
"Université de Poitiers",2015,444,"10.1371/journal.pone.0144358",FALSE,NA,"Public Library of Science (PLoS)","PLOS ONE","1932-6203",NA,"1932-6203","1932-6203","http://creativecommons.org/licenses/by/4.0/",TRUE,"26674637","PMC4684465","ut:000366722700037",NA,TRUE,NA,NA
"CNRS",2015,1201.5,"10.1371/journal.pone.0144358",FALSE,NA,"Public Library of Science (PLoS)","PLOS ONE","1932-6203",NA,"1932-6203","1932-6203","http://creativecommons.org/licenses/by/4.0/",TRUE,"26674637","PMC4684465","ut:000366722700037",NA,TRUE,NA,NA
"Université Nice-Sophia-Antipolis",2015,1398,"10.1038/srep08282",FALSE,NA,"Springer Nature","Scientific Reports","2045-2322",NA,"2045-2322","2045-2322","http://www.springer.com/tdm",TRUE,"25655432","PMC4319174","ut:000348903800003",NA,TRUE,NA,NA
"CNRS",2015,1165,"10.1038/srep08282",FALSE,NA,"Springer Nature","Scientific Reports","2045-2322",NA,"2045-2322","2045-2322","http://www.springer.com/tdm",TRUE,"25655432","PMC4319174","ut:000348903800003",NA,TRUE,NA,NA
"Université de Bordeaux",2015,1777.38,"10.1364/oe.23.031230",FALSE,NA,"Optical Society of America (OSA)","Optics Express","1094-4087",NA,"1094-4087","1094-4087",NA,TRUE,"26698751",NA,"ut:000366614100095",NA,TRUE,NA,NA
"CNRS",2015,1651.19,"10.1364/oe.23.031230",FALSE,NA,"Optical Society of America (OSA)","Optics Express","1094-4087",NA,"1094-4087","1094-4087",NA,TRUE,"26698751",NA,"ut:000366614100095",NA,TRUE,NA,NA
"INSERM",2015,1188,"10.1371/journal.pone.0117370",FALSE,NA,"Public Library of Science (PLoS)","PLOS ONE","1932-6203",NA,"1932-6203","1932-6203","http://creativecommons.org/licenses/by/4.0/",TRUE,"25658845","PMC4319907","ut:000349444900138",NA,TRUE,NA,NA
"CNRS",2015,1201.5,"10.1371/journal.pone.0117370",FALSE,NA,"Public Library of Science (PLoS)","PLOS ONE","1932-6203",NA,"1932-6203","1932-6203","http://creativecommons.org/licenses/by/4.0/",TRUE,"25658845","PMC4319907","ut:000349444900138",NA,TRUE,NA,NA
"Aix-Marseille Université",2015,1710,"10.3389/fmicb.2015.00857",FALSE,NA,"Frontiers Media SA","Frontiers in Microbiology","1664-302X",NA,"1664-302X","1664-302X",NA,TRUE,"26379636","PMC4551099","ut:000360340300001",NA,TRUE,NA,NA
"CNRS",2015,300,"10.3389/fmicb.2015.00857",FALSE,NA,"Frontiers Media SA","Frontiers in Microbiology","1664-302X",NA,"1664-302X","1664-302X",NA,TRUE,"26379636","PMC4551099","ut:000360340300001",NA,TRUE,NA,NA
"Aix-Marseille Université",2015,2025,"10.1371/journal.pntd.0004155",FALSE,NA,"Public Library of Science (PLoS)","PLOS Neglected Tropical Diseases","1935-2735",NA,"1935-2735","1935-2727","http://creativecommons.org/licenses/by/4.0/",TRUE,"26484866","PMC4618925","ut:000364459600058",NA,TRUE,NA,NA
"CNRS",2015,2092.5,"10.1371/journal.pntd.0004155",FALSE,NA,"Public Library of Science (PLoS)","PLOS Neglected Tropical Diseases","1935-2735",NA,"1935-2735","1935-2727","http://creativecommons.org/licenses/by/4.0/",TRUE,"26484866","PMC4618925","ut:000364459600058",NA,TRUE,NA,NA
"Aix-Marseille Université",2015,2600,"10.1038/cddis.2014.581",FALSE,NA,"Springer Nature","Cell Death and Disease","2041-4889",NA,"2041-4889","2041-4889","http://www.springer.com/tdm",TRUE,"25611391","PMC4669776","ut:000349020500036",NA,TRUE,NA,NA
"CNRS",2015,2821,"10.1038/cddis.2014.581",FALSE,NA,"Springer Nature","Cell Death and Disease","2041-4889",NA,"2041-4889","2041-4889","http://www.springer.com/tdm",TRUE,"25611391","PMC4669776","ut:000349020500036",NA,TRUE,NA,NA
"Ulm U",2016,696.15,"10.1088/1367-2630/17/6/065019",FALSE,NA,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630","1367-2630","http://creativecommons.org/licenses/by/3.0/",TRUE,NA,NA,"ut:000358930900001",NA,TRUE,NA,NA
"CNRS",2015,1482,"10.1088/1367-2630/17/6/065019",FALSE,NA,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630","1367-2630","http://creativecommons.org/licenses/by/3.0/",TRUE,NA,NA,"ut:000358930900001",NA,TRUE,NA,NA
"Universitat de Barcelona",2015,390,"10.1088/1367-2630/17/2/023073",FALSE,NA,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630","1367-2630","http://iopscience.iop.org/info/page/text-and-data-mining",TRUE,NA,NA,"ut:000352867100011",NA,TRUE,NA,NA
