"institution","period","euro","doi","backlist_oa","publisher","book_title","isbn","isbn_print","isbn_electronic","license_ref","indexed_in_crossref","doab"
"FWF - Austrian Science Fund",2018,14000,"10.2307/j.ctvvb7mjb",FALSE,"Berghahn Books","Entangled Entertainers","978-1-78920-031-7","978-1-78920-030-0","978-1-78920-031-7","CC BY",TRUE,TRUE
"Knowledge Unlatched",2019,8250,"10.2307/j.ctvvb7mjb",FALSE,"Berghahn Books","Entangled Entertainers","978-1-78920-031-7","978-1-78920-030-0","978-1-78920-031-7",NA,TRUE,TRUE
"MLU Halle-Wittenberg",2022,1735,"10.1515/9783110753554",FALSE,"De Gruyter","Vitale Mystik","978-3-11-075355-4",NA,"978-3-11-075355-4","http://creativecommons.org/licenses/by/4.0",TRUE,FALSE
"HU Berlin",2022,6000,"10.1515/9783110753554",FALSE,"De Gruyter","Vitale Mystik","978-3-11-075355-4",NA,"978-3-11-075355-4","http://creativecommons.org/licenses/by/4.0",TRUE,TRUE
