institution;period;doi;eur;is_hybrid
MPG;2017;10.5194/acp-17-1571-2017;2384,64;FALSE
MPG;2017;10.5194/gmd-10-433-2017;1728;FALSE
MPG;2017;10.5194/acp-17-1271-2017;2160;FALSE
MPG;2017;10.5194/hess-21-441-2017;1555,2;FALSE
MPG;2017;10.5194/gmd-10-333-2017;2246,4;FALSE
MPG;2017;10.5194/acp-17-575-2017;2073,6;FALSE
MPG;2017;10.5194/acp-17-257-2017;1969,92;FALSE
MPG;2017;10.5194/amt-10-581-2017;1555,2;FALSE
MPG;2017;10.5194/acp-17-2189-2017;2799,36;FALSE
MPG;2017;10.5194/bg-14-703-2017;691,2;FALSE
MPG;2017;10.5194/cp-13-107-2017;2903,04;FALSE
MPG;2017;10.5194/bg-14-511-2017;1468,8;FALSE
MPG;2017;10.5194/acp-16-15581-2016;1036,8;FALSE
MPG;2017;10.5194/acp-16-15709-2016;3317,76;FALSE
MPG;2017;10.5194/acp-17-1623-2017;1866,24;FALSE
MPG;2017;10.5194/amt-10-1241-2017;1866,24;FALSE
MPG;2017;10.5194/acp-17-4115-2017;1658,88;FALSE
MPG;2017;10.5194/acp-17-3799-2017;1987,2;FALSE
MPG;2017;10.5194/amt-10-881-2017;1987,2;FALSE
MPG;2017;10.5194/amt-10-869-2017;1036,8;FALSE
MPG;2017;10.5194/amt-10-1623-2017;1555,2;FALSE
MPG;2017;10.5194/acp-17-5007-2017;2799,36;FALSE
MPG;2017;10.5194/esd-8-387-2017;979,2;FALSE
MPG;2017;10.5194/gmd-10-2009-2017;1900,8;FALSE
MPG;2017;10.5194/acp-17-5665-2017;1140,48;FALSE
MPG;2017;10.5194/acp-17-5601-2017;2177,28;FALSE
MPG;2017;10.5194/acp-17-8021-2017;933,12;FALSE
MPG;2017;10.5194/acp-17-7853-2017;3939,84;FALSE
MPG;2017;10.5194/acp-17-7807-2017;2073,6;FALSE
MPG;2017;10.5194/bg-14-3015-2017;1244,16;FALSE
MPG;2017;10.5194/acp-17-7345-2017;2073,6;FALSE
MPG;2017;10.5194/acp-17-7083-2017;2332,8;FALSE
MPG;2017;10.5194/acp-17-6743-2017;1296;FALSE
MPG;2017;10.5194/acp-17-6663-2017;1658,88;FALSE
