"institution","period","euro","doi","is_hybrid","publisher","journal_full_title","issn","issn_print","issn_electronic","license_ref","indexed_in_crossref","pmid","pmcid","ut","url","doaj"
"MPG",2015,1658.88,"10.1186/s12983-014-0093-6",FALSE,"Springer Nature","Frontiers in Zoology","1742-9994","1742-9994",NA,NA,TRUE,"25628752","PMC4307165",NA,NA,TRUE
"MPG",2015,1769.47,"10.1186/2041-9139-6-1",FALSE,"Springer Nature","EvoDevo","2041-9139","2041-9139",NA,NA,TRUE,"25905000","PMC4406211",NA,NA,TRUE
"MPG",2015,1474.56,"10.1186/s12870-014-0406-0",FALSE,"Springer Nature","BMC Plant Biology","1471-2229","1471-2229",NA,NA,TRUE,"25592329","PMC4304619",NA,NA,TRUE
"MPG",2015,1543.68,"10.1186/s12859-014-0436-5",FALSE,"Springer Nature","BMC Bioinformatics","1471-2105",NA,"1471-2105",NA,TRUE,"25592474","PMC4310145",NA,NA,TRUE
"MPG",2015,1543.68,"10.1186/s12870-014-0398-9",FALSE,"Springer Nature","BMC Plant Biology","1471-2229","1471-2229",NA,NA,TRUE,"25604123","PMC4318441",NA,NA,TRUE
"MPG",2015,1976.83,"10.1186/s13059-014-0578-9",FALSE,"Springer Nature","Genome Biology","1465-6906",NA,"1465-6906",NA,TRUE,"25631560","PMC4373106",NA,NA,FALSE
"MPG",2015,1474.56,"10.1186/s12863-014-0153-0",FALSE,"Springer Nature","BMC Genetics","1471-2156","1471-2156",NA,NA,TRUE,"25634232","PMC4342226",NA,NA,TRUE
"MPG",2015,1543.68,"10.1186/s12870-015-0420-x",FALSE,"Springer Nature","BMC Plant Biology","1471-2229","1471-2229",NA,NA,TRUE,"25643896","PMC4329211",NA,NA,TRUE
"MPG",2015,1976.83,"10.1186/s13059-015-0597-1",FALSE,"Springer Nature","Genome Biology","1465-6906",NA,"1465-6906",NA,TRUE,"25853185","PMC4378019",NA,NA,FALSE
"MPG",2015,1658.88,"10.1186/s12983-015-0095-z",FALSE,"Springer Nature","Frontiers in Zoology","1742-9994","1742-9994",NA,NA,TRUE,"25705242","PMC4336494",NA,NA,TRUE
"MPG",2015,1474.56,"10.1186/s12864-015-1262-5",FALSE,"Springer Nature","BMC Genomics","1471-2164","1471-2164",NA,NA,TRUE,"25765079","PMC4344782",NA,NA,TRUE
"MPG",2015,834.05,"10.1186/s13104-015-0989-z",FALSE,"Springer Nature","BMC Research Notes","1756-0500","1756-0500",NA,NA,TRUE,"25888779","PMC4341241",NA,NA,TRUE
"MPG",2015,1474.56,"10.1186/s12859-015-0491-6",FALSE,"Springer Nature","BMC Bioinformatics","1471-2105",NA,"1471-2105",NA,TRUE,"25884684","PMC4347972",NA,NA,TRUE
"MPG",2015,1543.68,"10.1186/s12864-015-1282-1",FALSE,"Springer Nature","BMC Genomics","1471-2164","1471-2164",NA,NA,TRUE,"25766122","PMC4347969",NA,NA,TRUE
"MPG",2015,1543.68,"10.1186/s12943-015-0319-z",FALSE,"Springer Nature","Molecular Cancer","1476-4598","1476-4598",NA,NA,TRUE,"25884419","PMC4359546",NA,NA,TRUE
"MPG",2015,1299.46,"10.1186/s13015-015-0037-5",FALSE,"Springer Nature","Algorithms for Molecular Biology","1748-7188","1748-7188",NA,NA,TRUE,"25788974","PMC4363181",NA,NA,TRUE
"MPG",2015,1976.83,"10.1186/s13059-015-0627-z",FALSE,"Springer Nature","Genome Biology","1465-6906",NA,"1465-6906",NA,TRUE,"25887593","PMC4404591",NA,NA,FALSE
"MPG",2015,1769.47,"10.1186/s13323-015-0024-0",FALSE,"Springer Nature","Investigative Genetics","2041-2223",NA,"2041-2223",NA,TRUE,"25834724","PMC4381409",NA,NA,TRUE
"MPG",2015,1525.25,"10.1186/s13007-015-0069-3",FALSE,"Springer Nature","Plant Methods","1746-4811",NA,"1746-4811",NA,TRUE,"25866550","PMC4393613",NA,NA,TRUE
"MPG",2015,1543.68,"10.1186/s12864-015-1436-1",FALSE,"Springer Nature","BMC Genomics","1471-2164",NA,"1471-2164",NA,TRUE,"25879960","PMC4423592",NA,NA,TRUE
"MPG",2015,1543.68,"10.1186/s12863-015-0195-y",FALSE,"Springer Nature","BMC Genetics","1471-2156",NA,"1471-2156",NA,TRUE,"25887883","PMC4407358",NA,NA,TRUE
"MPG",2015,1013.76,"10.1186/s40478-015-0204-4",FALSE,"Springer Nature","Acta Neuropathologica Communications","2051-5960",NA,"2051-5960",NA,TRUE,"25958115","PMC4425867",NA,NA,TRUE
"MPG",2015,1608.19,"10.1186/s12888-015-0494-x",FALSE,"Springer Nature","BMC Psychiatry","1471-244X",NA,"1471-244X",NA,TRUE,"25968177","PMC4436160",NA,NA,TRUE
"MPG",2015,1543.68,"10.1186/s12859-015-0549-5",FALSE,"Springer Nature","BMC Bioinformatics","1471-2105",NA,"1471-2105",NA,TRUE,"25971816","PMC4448285",NA,NA,TRUE
"MPG",2015,1608.19,"10.1186/s12870-015-0526-1",FALSE,"Springer Nature","BMC Plant Biology","1471-2229",NA,"1471-2229",NA,TRUE,"26017568","PMC4446944",NA,NA,TRUE
"MPG",2015,1474.56,"10.1186/s12864-015-1631-0",FALSE,"Springer Nature","BMC Genomics","1471-2164",NA,"1471-2164",NA,TRUE,"26062809","PMC4464113",NA,NA,TRUE
"MPG",2015,1543.68,"10.1186/s12859-015-0619-8",FALSE,"Springer Nature","BMC Bioinformatics","1471-2105",NA,"1471-2105",NA,TRUE,"26055961","PMC4459672",NA,NA,TRUE
"MPG",2015,1543.68,"10.1186/s12859-015-0652-7",FALSE,"Springer Nature","BMC Bioinformatics","1471-2105",NA,"1471-2105",NA,TRUE,"26208945","PMC4513682",NA,NA,TRUE
"MPG",2015,2078.21,"10.1186/s13059-015-0708-z",FALSE,"Springer Nature","Genome Biology","1465-6906",NA,"1465-6906",NA,TRUE,"26206277","PMC4514447",NA,NA,FALSE
"MPG",2015,2078.21,"10.1186/s13059-015-0711-4",FALSE,"Springer Nature","Genome Biology","1465-6906",NA,"1465-6906",NA,TRUE,"26201466","PMC4511969",NA,NA,FALSE
"MPG",2015,815.62,"10.1007/s40993-015-0019-1",FALSE,"Springer Nature","Research in Number Theory","2363-9555",NA,"2363-9555",NA,TRUE,NA,NA,NA,NA,FALSE
"MPG",2015,921.6,"10.1140/epjti/s40485-015-0024-8",FALSE,"Springer Nature","EPJ Techniques and Instrumentation","2195-7045",NA,"2195-7045",NA,TRUE,NA,NA,NA,NA,TRUE
"MPG",2015,1608.19,"10.1186/s12953-015-0078-1",FALSE,"Springer Nature","Proteome Science","1477-5956",NA,"1477-5956",NA,TRUE,"26312056","PMC4550075",NA,NA,TRUE
"MPG",2015,1608.19,"10.1186/s12864-015-1839-z",FALSE,"Springer Nature","BMC Genomics","1471-2164",NA,"1471-2164",NA,TRUE,"26296872","PMC4644070",NA,NA,TRUE
