institution;year;doi;eur;is_hybrid
MPG;2015;10.1186/s40064-015-1163-8;815,62;FALSE
MPG;2015;10.1186/s12918-015-0191-x;1608,19;FALSE
MPG;2015;10.1186/s12862-015-0439-5;1608,19;FALSE
MPG;2015;10.1186/s12951-015-0111-7;1608,19;FALSE
MPG;2015;10.1186/s12870-015-0496-3;1543,68;FALSE
