,Institution,Period,EURO,publisher,journal_full_title,issn,issn_print,issn_electronic,doi,indexed_in_CrossRef,pmid,pmcid,base.url,record.id,ut,DOAJ,license_ref,is_hybrid
285,MPG,2012,"885,53",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/9/095006,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
286,MPG,2012,"885,53",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/9/095014,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
287,MPG,2012,"942,84",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/1/013004,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
288,MPG,2012,"942,84",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/1/013007,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
289,MPG,2012,"942,84",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/1/013031,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
290,MPG,2012,"942,84",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/1/013050,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
291,MPG,2012,"942,84",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/1/013058,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
292,MPG,2012,"942,84",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/1/015005,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
293,MPG,2012,"942,84",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/1/015007,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
294,MPG,2012,"953,17",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/10/103002,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
295,MPG,2012,"953,17",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/10/103005,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
296,MPG,2012,"953,17",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/10/103009,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
297,MPG,2012,"953,17",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/10/103030,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
298,MPG,2012,"953,17",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/10/103036,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
299,MPG,2012,"953,17",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/10/103045,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
300,MPG,2012,"953,17",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/10/103054,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
301,MPG,2012,"953,17",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/10/105001,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
302,MPG,2012,"953,17",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/10/105025,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
303,MPG,2012,"953,17",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/10/105028,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
304,MPG,2012,"953,17",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/11/113030,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
305,MPG,2012,"953,17",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/11/113032,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
306,MPG,2012,"953,17",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/11/113042,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
307,MPG,2012,"953,17",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/11/115001,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
308,MPG,2012,"953,17",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/11/115002,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
309,MPG,2012,"953,17",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/11/115011,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
310,MPG,2012,"953,17",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/11/115014,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
311,MPG,2012,"953,17",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/11/115022,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
312,MPG,2012,"953,17",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/12/123002,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
313,MPG,2012,"953,17",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/12/123004,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
314,MPG,2012,"953,17",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/12/123025,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
315,MPG,2012,"942,84",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/2/023001,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
316,MPG,2012,"942,84",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/2/023012,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
317,MPG,2012,"942,84",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/2/023019,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
318,MPG,2012,"942,84",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/2/023024,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
319,MPG,2012,"942,84",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/2/023030,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
320,MPG,2012,"942,84",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/2/023033,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
321,MPG,2012,"942,84",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/2/023047,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
322,MPG,2012,"942,84",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/2/023058,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
323,MPG,2012,"942,84",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/2/023061,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
324,MPG,2012,"942,84",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/2/025005,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
325,MPG,2012,"942,84",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/3/035008,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
326,MPG,2012,"942,84",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/3/035010,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
327,MPG,2012,"942,84",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/3/035012,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
328,MPG,2012,"942,84",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/4/043002,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
329,MPG,2012,"953,17",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/4/043009,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
330,MPG,2012,"979,1",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/4/043016,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
331,MPG,2012,"942,84",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/4/043025,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
332,MPG,2012,"942,84",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/4/043036,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
333,MPG,2012,"979,1",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/4/043046,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
334,MPG,2012,"953,17",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/5/053014,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
335,MPG,2012,"942,84",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/5/053020,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
336,MPG,2012,"942,84",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/5/053039,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
337,MPG,2012,"979,1",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/5/053052,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
338,MPG,2012,"979,1",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/6/063005,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
339,MPG,2012,"979,1",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/6/063011,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
340,MPG,2012,"979,1",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/6/063022,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
341,MPG,2012,"953,17",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/6/065007,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
342,MPG,2012,"953,17",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/7/073010,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
343,MPG,2012,"953,17",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/7/073013,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
344,MPG,2012,"953,17",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/7/073016,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
345,MPG,2012,"953,17",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/7/073030,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
346,MPG,2012,"953,17",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/7/073033,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
347,MPG,2012,"953,17",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/7/073037,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
348,MPG,2012,"953,17",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/7/073038,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
349,MPG,2012,"953,17",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/7/073055,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
350,MPG,2012,"953,17",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/7/073058,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
351,MPG,2012,"953,17",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/7/075003,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
352,MPG,2012,"953,17",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/7/075010,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
353,MPG,2012,"953,17",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/7/075016,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
354,MPG,2012,"953,17",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/8/083001,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
355,MPG,2012,"953,17",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/8/083027,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
356,MPG,2012,"953,17",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/8/083036,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
357,MPG,2012,"953,17",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/8/085002,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
358,MPG,2012,"953,17",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/8/085019,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
359,MPG,2012,"953,17",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/8/085025,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
360,MPG,2012,"953,17",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/9/093013,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
361,MPG,2012,"953,17",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/9/093027,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
362,MPG,2012,"953,17",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/9/093031,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
363,MPG,2012,"953,17",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/9/093038,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
364,MPG,2012,"953,17",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/9/093050,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
365,MPG,2012,"953,17",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/14/9/095018,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
366,MPG,2014,"1195,18",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/15/12/125025,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
367,MPG,2014,"1195,18",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/15/7/073050,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
368,MPG,2014,"1195,18",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/16/1/013015,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
369,MPG,2014,"1195,18",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/16/1/013018,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
370,MPG,2014,"1195,18",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/16/1/013032,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
371,MPG,2014,"1195,18",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/16/1/013049,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
372,MPG,2014,"1195,18",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/16/1/013059,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
373,MPG,2014,"1320,85",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/16/10/103007,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
374,MPG,2014,"1320,85",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/16/10/103026,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
375,MPG,2014,"1320,85",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/16/10/103028,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
376,MPG,2014,"1320,85",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/16/11/113009,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
377,MPG,2014,"1320,85",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/16/11/113010,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
378,MPG,2014,"1320,85",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/16/11/113034,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
379,MPG,2014,"1320,85",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/16/11/113037,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
380,MPG,2014,"1320,85",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/16/11/113045,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
381,MPG,2014,"1320,85",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/16/11/113063,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
382,MPG,2014,"1320,85",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/16/11/113071,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
383,MPG,2014,"1320,85",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/16/12/123004,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
384,MPG,2014,"1320,85",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/16/12/123016,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
385,MPG,2014,"1320,85",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/16/12/123030,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
386,MPG,2014,"1320,85",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/16/12/123036,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
387,MPG,2014,"1195,18",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/16/3/033008,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
388,MPG,2014,"1195,18",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/16/3/033012,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
389,MPG,2014,"1195,18",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/16/3/033014,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
390,MPG,2014,"1195,18",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/16/3/033025,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
391,MPG,2014,"1195,18",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/16/3/033038,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
392,MPG,2014,"1195,18",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/16/3/035002,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
393,MPG,2014,"1195,18",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/16/4/043003,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
394,MPG,2014,"1303,83",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/16/4/043012,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
395,MPG,2014,"1303,83",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/16/4/043030,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
396,MPG,2014,"1303,83",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/16/5/053051,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
397,MPG,2014,"1303,83",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/16/6/062001,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
398,MPG,2014,"1303,83",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/16/6/063029,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
399,MPG,2014,"1303,83",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/16/6/063048,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
400,MPG,2014,"1195,18",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/16/6/065005,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
401,MPG,2014,"1195,18",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/16/6/065009,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
402,MPG,2014,"1195,18",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/16/6/065017,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
403,MPG,2014,"1320,85",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/16/9/093005,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
404,MPG,2014,"1320,85",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/16/9/093018,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
405,MPG,2014,"1320,85",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/16/9/095002,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
406,MPG,2006,870,IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/8/10/219,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
407,MPG,2006,870,IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/8/10/251,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
408,MPG,2006,870,IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/8/11/272,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
409,MPG,2006,870,IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/8/11/275,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
410,MPG,2007,870,IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/8/12/301,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
411,MPG,2007,870,IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/8/12/305,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
412,MPG,2007,870,IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/8/12/306,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
413,MPG,2007,870,IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/8/12/313,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
414,MPG,2007,870,IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/8/12/320,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
415,MPG,2006,870,IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/8/4/054,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
416,MPG,2006,870,IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/8/6/102,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
417,MPG,2006,870,IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/8/6/106,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
418,MPG,2006,870,IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/8/6/109,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
419,MPG,2006,870,IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/8/8/164,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
420,MPG,2006,870,IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/8/9/171,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
421,MPG,2006,870,IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/8/9/174,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
422,MPG,2006,870,IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/8/9/177,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
423,MPG,2006,870,IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/8/9/181,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
424,MPG,2006,870,IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/8/9/186,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
425,MPG,2006,870,IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/8/9/195,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
426,MPG,2006,870,IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/8/9/197,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
427,MPG,2006,870,IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/8/9/201,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
