"institution","period","euro","doi","is_hybrid","publisher","journal_full_title","issn","issn_print","issn_electronic","license_ref","indexed_in_crossref","pmid","pmcid","ut","url","doaj"
"MPG",2015,1418.33,"10.1088/1367-2630/17/1/013015",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"MPG",2015,1418.33,"10.1088/1367-2630/17/1/013033",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"MPG",2015,1418.33,"10.1088/1367-2630/17/1/013035",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"MPG",2015,1418.33,"10.1088/1367-2630/17/1/013036",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"MPG",2015,1418.33,"10.1088/1367-2630/17/1/013037",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"MPG",2015,1418.33,"10.1088/1367-2630/17/1/013053",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"MPG",2015,1418.33,"10.1088/1367-2630/17/1/015002",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"MPG",2015,1418.33,"10.1088/1367-2630/17/2/023042",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"MPG",2015,1418.33,"10.1088/1367-2630/17/2/023043",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"MPG",2015,1418.33,"10.1088/1367-2630/17/2/023048",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"MPG",2015,1418.33,"10.1088/1367-2630/17/2/023053",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"MPG",2015,1418.33,"10.1088/1367-2630/17/2/023060",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"MPG",2015,1418.33,"10.1088/1367-2630/17/2/023066",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"MPG",2015,1536.53,"10.1088/1367-2630/17/3/032003",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"MPG",2015,1418.33,"10.1088/1367-2630/17/3/033008",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"MPG",2015,1418.33,"10.1088/1367-2630/17/3/033030",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"MPG",2015,1536.53,"10.1088/1367-2630/17/3/033039",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"MPG",2015,1418.33,"10.1088/1367-2630/17/3/033049",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"MPG",2015,1418.33,"10.1088/1367-2630/17/4/043007",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"MPG",2015,1418.33,"10.1088/1367-2630/17/4/043023",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"MPG",2015,1418.33,"10.1088/1367-2630/17/4/043024",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"MPG",2015,1418.33,"10.1088/1367-2630/17/4/043034",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"MPG",2015,1418.33,"10.1088/1367-2630/17/4/043035",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"MPG",2015,1418.33,"10.1088/1367-2630/17/4/043042",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"MPG",2015,1418.33,"10.1088/1367-2630/17/4/043066",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"MPG",2015,1536.53,"10.1088/1367-2630/17/4/045017",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"MPG",2015,1536.53,"10.1088/1367-2630/17/4/045026",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"MPG",2015,1418.33,"10.1088/1367-2630/17/5/053038",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"MPG",2015,1536.53,"10.1088/1367-2630/17/5/053051",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"MPG",2015,1418.33,"10.1088/1367-2630/17/5/055022",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"MPG",2015,1536.53,"10.1088/1367-2630/17/6/063007",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"MPG",2015,1536.53,"10.1088/1367-2630/17/6/063016",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"MPG",2015,1536.53,"10.1088/1367-2630/17/6/063028",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"MPG",2015,1536.53,"10.1088/1367-2630/17/6/065005",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"MPG",2015,1547.11,"10.1088/1367-2630/17/7/073005",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"MPG",2015,1547.11,"10.1088/1367-2630/17/7/073025",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"MPG",2015,1547.11,"10.1088/1367-2630/17/7/073030",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"MPG",2015,1547.11,"10.1088/1367-2630/17/7/075004",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"MPG",2015,1547.11,"10.1088/1367-2630/17/8/082001",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"MPG",2015,1547.11,"10.1088/1367-2630/17/8/082002",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"MPG",2015,1547.11,"10.1088/1367-2630/17/8/083009",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"MPG",2015,1547.11,"10.1088/1367-2630/17/8/083010",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"MPG",2015,1428.1,"10.1088/1367-2630/17/8/083044",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"MPG",2015,1547.11,"10.1088/1367-2630/17/8/083052",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"MPG",2015,1547.11,"10.1088/1367-2630/17/9/093004",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"MPG",2015,1547.11,"10.1088/1367-2630/17/9/093009",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"MPG",2015,1547.11,"10.1088/1367-2630/17/9/093020",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"MPG",2015,1547.11,"10.1088/1367-2630/17/9/093023",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"MPG",2015,1547.11,"10.1088/1367-2630/17/9/093025",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"MPG",2015,1547.11,"10.1088/1367-2630/17/9/093038",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
