institution,period,euro,doi,is_hybrid,publisher,journal_full_title,issn,issn_print,issn_electronic,license_ref,indexed_in_crossref,pmid,pmcid,ut,url,doaj
"MPG",2011,2576.59,"10.1371/journal.pbio.1000544",NA,"Public Library of Science (PLoS)","PLoS Biology","1545-7885",NA,"1545-7885",NA,TRUE,"21151339","PMC2994655",NA,NA,NA
"MPG",2011,1155.02,"10.1371/journal.pone.0014012",NA,"Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"1932-6203",NA,TRUE,"21103336","PMC2984439",NA,NA,NA
"MPG",2011,1155.02,"10.1371/journal.pone.0013995",NA,"Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"1932-6203",NA,TRUE,"21085592","PMC2981571",NA,NA,NA
"MPG",2011,1199.45,"10.1371/journal.pone.0014004",NA,"Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"1932-6203",NA,TRUE,"21103372","PMC2982832",NA,NA,NA
"MPG",2011,1199.45,"10.1371/journal.pone.0013703",NA,"Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"1932-6203",NA,TRUE,"21060825","PMC2966395",NA,NA,NA
"MPG",2011,1927.28,"10.1371/journal.pcbi.1001026",NA,"Public Library of Science (PLoS)","PLoS Computational Biology","1553-7358",NA,"1553-7358",NA,TRUE,"21187900","PMC3002986",NA,NA,NA
"MPG",2011,1927.28,"10.1371/journal.pgen.1001234",NA,"Public Library of Science (PLoS)","PLoS Genetics","1553-7404",NA,"1553-7404",NA,TRUE,"21170357","PMC3000355",NA,NA,NA
"MPG",2011,1927.28,"10.1371/journal.pgen.1001248",NA,"Public Library of Science (PLoS)","PLoS Genetics","1553-7404",NA,"1553-7404",NA,TRUE,"21187898","PMC3002984",NA,NA,NA
"MPG",2011,1156.37,"10.1371/journal.pone.0014104",NA,"Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"1932-6203",NA,TRUE,"21124788","PMC2991349",NA,NA,NA
"MPG",2011,1156.37,"10.1371/journal.pone.0014331",NA,"Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"1932-6203",NA,TRUE,"21179459","PMC3001856",NA,NA,NA
"MPG",2011,1156.37,"10.1371/journal.pone.0014101",NA,"Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"1932-6203",NA,TRUE,"21124901","PMC2990718",NA,NA,NA
"MPG",2011,1156.37,"10.1371/journal.pone.0015002",NA,"Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"1932-6203",NA,TRUE,"21124927","PMC2989912",NA,NA,NA
"MPG",2011,1156.37,"10.1371/journal.pone.0015531",NA,"Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"1932-6203",NA,TRUE,"21209700","PMC3000428",NA,NA,NA
"MPG",2011,1156.37,"10.1371/journal.pone.0014208",NA,"Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"1932-6203",NA,TRUE,"21151971","PMC2997051",NA,NA,NA
"MPG",2011,1156.37,"10.1371/journal.pone.0014419",NA,"Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"1932-6203",NA,TRUE,"21203450","PMC3009715",NA,NA,NA
"MPG",2011,1156.37,"10.1371/journal.pone.0014622",NA,"Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"1932-6203",NA,TRUE,"21307956","PMC3030560",NA,NA,NA
"MPG",2011,1127.37,"10.1371/journal.pone.0014465",NA,"Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"1932-6203",NA,TRUE,"21209937","PMC3012689",NA,NA,NA
"MPG",2011,1127.37,"10.1371/journal.pone.0015582",NA,"Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"1932-6203",NA,TRUE,"21179418","PMC3003693",NA,NA,NA
"MPG",2011,1127.37,"10.1371/journal.pone.0015635",NA,"Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"1932-6203",NA,TRUE,"21179425","PMC3003705",NA,NA,NA
"MPG",2011,1127.37,"10.1371/journal.pone.0015661",NA,"Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"1932-6203",NA,TRUE,"21203531","PMC3008745",NA,NA,NA
"MPG",2011,1127.37,"10.1371/journal.pone.0015754",NA,"Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"1932-6203",NA,TRUE,"21206756","PMC3012088",NA,NA,NA
"MPG",2011,1127.37,"10.1371/journal.pone.0015875",NA,"Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"1932-6203",NA,TRUE,"21209855","PMC3012727",NA,NA,NA
"MPG",2011,1127.37,"10.1371/journal.pone.0015915",NA,"Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"1932-6203",NA,TRUE,"21209836","PMC3013138",NA,NA,NA
"MPG",2011,1106.59,"10.1371/journal.pone.0015894",NA,"Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"1932-6203",NA,TRUE,"21267468","PMC3022755",NA,NA,NA
"MPG",2011,1106.59,"10.1371/journal.pone.0016278",NA,"Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"1932-6203",NA,TRUE,"21283704","PMC3025020",NA,NA,NA
"MPG",2011,1106.59,"10.1371/journal.pone.0015702",NA,"Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"1932-6203",NA,TRUE,"21283572","PMC3026793",NA,NA,NA
"MPG",2011,1106.59,"10.1371/journal.pone.0016624",NA,"Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"1932-6203",NA,TRUE,"21304951","PMC3031610",NA,NA,NA
"MPG",2011,1106.59,"10.1371/journal.pone.0016303",NA,"Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"1932-6203",NA,TRUE,"21305019","PMC3031557",NA,NA,NA
