"institution","consortium","contract_name","identifier","period_from","period_to","cost_type","euro","group_id"
"HS Neubrandenburg","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"publish",14705.87,"03b9q7371_sn2024deal_2024"
"HS Neubrandenburg","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"read",1803.12,"03b9q7371_sn2024deal_2024"
"HS Neubrandenburg","Projekt DEAL Consortium","Wiley (DEAL) 2024-2028","wiley2024deal",2024,2024,"publish",3988.9,"03b9q7371_wiley2024deal_2024"
"HS Neubrandenburg","Projekt DEAL Consortium","Wiley (DEAL) 2024-2028","wiley2024deal",2024,2024,"read",3446.0,"03b9q7371_wiley2024deal_2024"
"HS Neubrandenburg","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2023,2023,"publish",14705.87,"03b9q7371_sn2020deal_2023"
"HS Neubrandenburg","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2023,2023,"read",1803.12,"03b9q7371_sn2020deal_2023"
"HS Neubrandenburg","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2023,2023,"publish",3988.9,"03b9q7371_wiley2019deal_2023"
"HS Neubrandenburg","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2023,2023,"read",3446.0,"03b9q7371_wiley2019deal_2023"
"HS Neubrandenburg","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2022,2022,"publish",-719.9,"03b9q7371_wiley2019deal_2022"
"HS Neubrandenburg","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2022,2022,"read",-621.92,"03b9q7371_wiley2019deal_2022"
"HS Neubrandenburg","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2022,2022,"publish",14705.87,"03b9q7371_sn2020deal_2022"
"HS Neubrandenburg","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2022,2022,"read",1803.12,"03b9q7371_sn2020deal_2022"
"HS Neubrandenburg","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2022,2022,"publish",4273.83,"03b9q7371_wiley2019deal_2022"
"HS Neubrandenburg","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2022,2022,"read",3692.14,"03b9q7371_wiley2019deal_2022"
