"institution","period","euro","doi","backlist_oa","publisher","book_title","isbn","isbn_print","isbn_electronic","license_ref","indexed_in_crossref","doab"
"Pädagogische Hochschule Thurgau",2024,1300,"10.57668/phtg-000517",FALSE,"kopaed","Making und Schule. Praxishandbuch für Schulentwicklung und Unterricht","978-3-96848-727-4",NA,NA,NA,FALSE,FALSE 
"Pädagogische Hochschule Thurgau",2024,2410.31,"10.3262/978-3-7799-7627-1",FALSE,"Beltz Juventa","Medien – Bildung – Nachhaltige Entwicklung","978-3-7799-7627-1",NA,"978-3-7799-7627-1","https://creativecommons.org/licenses/by-nc-sa/4.0/legalcode",TRUE,FALSE
