pos;institution_name;journal_title;eissn;doi;url;published;accepted;par_fee;article_type;article_group;initial_opt-out
11;Karlsruher Institut für Technologie (KIT);Journal of Infrared, Millimeter, and Terahertz Waves;1866-6906;10.1007/s10762-022-00888-w;https://doi.org/10.1007/s10762-022-00888-w;21.11.2022;07.11.2022;2750;originalpaper;Research Article;optout
13;Karlsruher Institut für Technologie (KIT);AI & SOCIETY;1435-5655;10.1007/s00146-021-01327-5;https://doi.org/10.1007/s00146-021-01327-5;17.01.2022;30.11.2021;2750;originalpaper;Research Article;optout
41;Karlsruher Institut für Technologie (KIT);Archive of Applied Mechanics;1432-0681;10.1007/s00419-022-02181-7;https://doi.org/10.1007/s00419-022-02181-7;18.06.2022;10.05.2022;2750;originalpaper;Research Article;optout
