"institution";"period";"euro";"doi";"is_hybrid";"publisher";"journal_full_title";"issn";"issn_print";"issn_electronic";"url"
"Université Paris Nanterre";2020;1700;"10.1080/26410397.2020.1758440";"FALSE";;;;;;
"Université Paris Nanterre";2018;495;"10.1556/2006.7.2018.58";"FALSE";;;;;;
"Université Paris Nanterre";2018;1423;"10.3389/fpsyg.2017.00019";"FALSE";;;;;;
"Université Paris Nanterre";2020;972,43;"10.3389/fnhum.2020.00216";"FALSE";;;;;;
"Université Paris Nanterre";2019;2431;"10.3389/fpsyg.2019.02263";"FALSE";;;;;;
"Université Paris Nanterre";2020;2519;"10.3389/fped.2020.00484";"FALSE";;;;;;
"Université Paris Nanterre";2018;1422,3;"10.3390/ma11091668";"FALSE";;;;;;
"Université Paris Nanterre";2018;571,16;"10.3390/brainsci8110195";"FALSE";;;;;;
"Université Paris Nanterre";2020;1570;"10.1038/s41598-020-66576-8";"FALSE";;;;;;
"Université Paris Nanterre";2020;4380;"10.1038/s41467-020-17773-6";"FALSE";;;;;;
"Université Paris Nanterre";2018;985,62;"10.1371/journal.pone.0205314";"FALSE";;;;;;
"Université Paris Nanterre";2019;580;"10.1371/journal.pone.0200997";"FALSE";;;;;;
"Université Paris Nanterre";2020;1314,5;"10.1371/journal.pone.0236729";"FALSE";;;;;;
"Université Paris Nanterre";2017;1745;"10.1186/S12883-017-0803-8";"FALSE";;;;;;
