"institution","period","euro","doi","backlist_oa","publisher","book_title","isbn","isbn_print","isbn_electronic","license_ref","indexed_in_crossref","doab"
"Trier U",2024,5947.62,"10.3224/84743080",FALSE,"Verlag Barbara Budrich","Antisemitismus zwischen Latenz und Leidenschaft","978-3-8474-3080-3","978-3-8474-3080-3",NA,"https://creativecommons.org/licenses/by/4.0/deed.de",TRUE,FALSE
"Trier U",2024,2832.2,"10.5771/9783748939702",FALSE,"Nomos Verlagsgesellschaft mbH & Co. KG","Politischer Journalismus","978-3-7489-3970-2","978-3-7489-3970-2",NA,"https://creativecommons.org/licenses/by/4.0/",TRUE,FALSE
"Trier U",2024,5950,"10.14361/9783839472330",FALSE,"transcript Verlag","Ländliche Utopien","978-3-8376-7233-6","978-3-8376-7233-6","978-3-8394-7233-0","https://creativecommons.org/licenses/by-nd/4.0/",TRUE,FALSE
"Trier U",2024,5355,"10.25656/01:28912",FALSE,"Verlag Julius Klinkhardt","Demokratie und Partizipation in Hochschullernwerkstätten","978-3-7815-6070-3",NA,NA,NA,FALSE,FALSE
"",,,"","","","","","","","","",""
"",,,"","","","","","","","","",""
"",,,"","","","","","","","","",""
"",,,"","","","","","","","","",""
"",,,"","","","","","","","","",""
