institution_ror,institution,period,euro,doi,is_hybrid,opt-out,type,contract_primary_identifier,contract_group_id,external_costsplitting,gold-oa,vat,colour charge,cover charge,hybrid-oa,other,page charge,permission,publication charge,reprint,submission fee,payment fee,url
https://ror.org/02778hg05,Trier U,2024,5947.62,10.3224/84743080,FALSE,FALSE,book,NA,NA,false,5947.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/02778hg05,Trier U,2024,2832.2,10.5771/9783748939702,FALSE,FALSE,book,NA,NA,false,2832.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/02778hg05,Trier U,2024,5950.0,10.14361/9783839472330,FALSE,FALSE,book,NA,NA,false,5950.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/02778hg05,Trier U,2024,5355.0,10.25656/01:28912,FALSE,FALSE,book,NA,NA,false,5355.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/02778hg05,Trier U,2024,NA,10.13109/9783666302770,NA,FALSE,book,NA,NA,false,NA,NA,NA,NA,NA,4900.42,NA,NA,NA,NA,NA,NA,NA
https://ror.org/02778hg05,Trier U,2023,NA,10.36198/9783838561325,NA,FALSE,book,NA,NA,false,NA,NA,NA,NA,NA,2231.25,NA,NA,NA,NA,NA,NA,NA
https://ror.org/02778hg05,Trier U,2023,NA,10.13109/9783666302633,NA,FALSE,book,NA,NA,false,NA,NA,NA,NA,NA,5810.77,NA,NA,NA,NA,NA,NA,NA
https://ror.org/02778hg05,Trier U,2023,NA,10.7788/9783412528669,NA,FALSE,book,NA,NA,false,NA,NA,NA,NA,NA,1594.6,NA,NA,NA,NA,NA,NA,NA
https://ror.org/02778hg05,Trier U,2024,NA,10.1007/978-3-031-63630-1,NA,FALSE,book,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,2725.1,NA,NA,NA,NA
