"DOI","period","Institution","is_hybrid"
"10.1007/s10838-017-9364-1","2017","University of Gothenburg","TRUE"
"10.1007/s00011-017-1062-2","2017","Lund University","TRUE"
"10.1007/s00033-017-0823-7","2017","Linköping University","TRUE"
"10.1007/s00125-017-4341-0","2017","Lund University","TRUE"
"10.1007/s00127-017-1409-6","2017","Karolinska Institute","TRUE"
"10.1007/s00148-017-0651-2","2017","Uppsala University","TRUE"
"10.1007/s00167-017-4592-9","2017","University of Gothenburg","TRUE"
"10.1007/s00167-017-4606-7","2017","Karolinska Institute","TRUE"
"10.1007/s00170-017-0610-9","2017","Royal Institute of Technology","TRUE"
"10.1007/s00192-017-3392-6","2017","Linköping University","TRUE"
"10.1007/s00216-017-0429-0","2017","Umea University","TRUE"
"10.1007/s00220-017-2926-6","2017","Chalmers University of Technology","TRUE"
"10.1007/s00221-017-4993-5","2017","Lund University","TRUE"
"10.1007/s00240-017-0994-x","2017","Örebro University","TRUE"
"10.1007/s00262-017-2029-4","2017","Karolinska Institute","TRUE"
"10.1007/s00268-017-4029-0","2017","Karolinska Institute","TRUE"
"10.1007/s00280-017-3366-x","2017","Uppsala University","TRUE"
"10.1007/s00284-017-1276-0","2017","Swedish University of Agricultural Sciences","TRUE"
"10.1007/s00285-017-1147-0","2017","Stockholm University","TRUE"
"10.1007/s00285-017-1154-1","2017","Chalmers University of Technology","TRUE"
"10.1007/s00330-017-4852-6","2017","Örebro University","TRUE"
"10.1007/s00420-017-1233-z","2017","Uppsala University","TRUE"
"10.1007/s00420-017-1234-y","2017","University of Gothenburg","TRUE"
"10.1007/s00421-017-3621-1","2017","Dalarna University","TRUE"
"10.1007/s00439-017-1816-5","2017","Uppsala University","TRUE"
"10.1007/s00455-017-9814-2","2017","University of Gothenburg","TRUE"
"10.1007/s00464-017-5641-7","2017","Umea University","TRUE"
"10.1007/s00466-017-1426-z","2017","Chalmers University of Technology","TRUE"
"10.1007/s00466-017-1431-2","2017","Jönköping University","TRUE"
"10.1007/s00484-017-1380-7","2017","Lund University","TRUE"
"10.1007/s00601-017-1307-1","2017","Chalmers University of Technology","TRUE"
"10.1007/s00604-017-2306-0","2017","Stockholm University","TRUE"
"10.1007/s00606-017-1422-y","2017","Swedish Museum of Natural History","TRUE"
"10.1007/s00702-017-1746-3","2017","University of Gothenburg","TRUE"
"10.1007/s00769-017-1275-7","2017","Linköping University","TRUE"
"10.1007/s10029-017-1624-9","2017","Lund University","TRUE"
"10.1007/s10040-017-1616-y","2017","University of Gothenburg","TRUE"
"10.1007/s10096-017-3016-6","2017","Örebro University","TRUE"
"10.1007/s10113-017-1169-6","2017","Stockholm University","TRUE"
"10.1007/s10237-017-0925-3","2017","Royal Institute of Technology","TRUE"
"10.1007/s10334-017-0637-9","2017","Lund University","TRUE"
"10.1007/s10470-017-1011-6","2017","Lulea University of Technology","TRUE"
"10.1007/s10493-017-0145-7","2017","Royal Institute of Technology","TRUE"
"10.1007/s10494-017-9823-0","2017","Swedish Defence Research Agency","TRUE"
"10.1007/s10529-017-2371-9","2017","Chalmers University of Technology","TRUE"
"10.1007/s10532-017-9796-7","2017","Linnaeus University","TRUE"
"10.1007/s10543-017-0666-9","2017","Chalmers University of Technology","TRUE"
"10.1007/s10549-017-4343-0","2017","Lund University","TRUE"
"10.1007/s10562-017-2083-8","2017","Chalmers University of Technology","TRUE"
"10.1007/s10570-017-1354-2","2017","Lulea University of Technology","TRUE"
"10.1007/s10570-017-1370-2","2017","Lund University","TRUE"
"10.1007/s10570-017-1387-6","2017","Royal Institute of Technology","TRUE"
"10.1007/s10601-017-9270-5","2017","Uppsala University","TRUE"
"10.1007/s10639-017-9615-0","2017","University of Gothenburg","TRUE"
"10.1007/s10640-017-0166-z","2017","University of Gothenburg","TRUE"
"10.1007/s10654-017-0250-2","2017","Karolinska Institute","TRUE"
"10.1007/s10654-017-0267-6","2017","Uppsala University","TRUE"
"10.1007/s10654-017-0268-5","2017","Karolinska Institute","TRUE"
"10.1007/s10658-017-1258-x","2017","Swedish University of Agricultural Sciences","TRUE"
"10.1007/s10661-017-6064-6","2017","Umea University","TRUE"
"10.1007/s10687-017-0294-4","2017","Chalmers University of Technology","TRUE"
"10.1007/s10705-017-9861-y","2017","Chalmers University of Technology","TRUE"
"10.1007/s10706-017-0285-x","2017","Royal Institute of Technology","TRUE"
"10.1007/s10730-017-9325-4","2017","Örebro University","TRUE"
"10.1007/s10798-017-9405-4","2017","Royal Institute of Technology","TRUE"
"10.1007/s10800-017-1100-3","2017","University of Gothenburg","TRUE"
"10.1007/s10811-017-1176-5","2017","Royal Institute of Technology","TRUE"
"10.1007/s10815-017-0989-0","2017","Lund University","TRUE"
"10.1007/s10877-017-0032-0","2017","Karolinska Institute","TRUE"
"10.1007/s10877-017-0033-z","2017","Lund University","TRUE"
"10.1007/s10933-017-9981-z","2017","Umea University","TRUE"
"10.1007/s10955-017-1832-9","2017","Uppsala University","TRUE"
"10.1007/s10955-017-1833-8","2017","Chalmers University of Technology","TRUE"
"10.1007/s10961-017-9592-x","2017","Royal Institute of Technology","TRUE"
"10.1007/s10980-017-0544-5","2017","Stockholm University","TRUE"
"10.1007/s10993-017-9439-1","2017","Stockholm University","TRUE"
"10.1007/s11019-017-9783-0","2017","Royal Institute of Technology","TRUE"
"10.1007/s11024-017-9329-x","2017","University of Boras","TRUE"
"10.1007/s11040-017-9250-4","2017","Royal Institute of Technology","TRUE"
"10.1007/s11095-017-2188-1","2017","Uppsala University","TRUE"
"10.1007/s11135-017-0525-4","2017","Kristianstad University","TRUE"
"10.1007/s11136-017-1636-z","2017","University of Gothenburg","TRUE"
"10.1007/s11165-016-9594-y","2017","Stockholm University","TRUE"
"10.1007/s11165-016-9596-9","2017","Kristianstad University","TRUE"
"10.1007/s11187-017-9887-1","2017","Stockholm University","TRUE"
"10.1007/s11229-017-1326-y","2017","Uppsala University","TRUE"
"10.1007/s11229-017-1472-2","2017","Lund University","TRUE"
"10.1007/s11241-017-9276-5","2017","Mälardalen University","TRUE"
"10.1007/s11241-017-9283-6","2017","Mälardalen University","TRUE"
"10.1007/s11241-017-9284-5","2017","Lund University","TRUE"
"10.1007/s11244-017-0813-1","2017","Royal Institute of Technology","TRUE"
"10.1007/s11244-017-0817-x","2017","Lund University","TRUE"
"10.1007/s11249-017-0876-y","2017","Karlstad University","TRUE"
"10.1007/s11276-017-1546-6","2017","Mälardalen University","TRUE"
"10.1007/s11356-017-9300-2","2017","Swedish University of Agricultural Sciences","TRUE"
