institution;apc;period;doi;currency;is_hybrid
Consejo Superior de Investigaciones Cientificas (CSIC);4000;01/01/2022;10.1242/dev.199743;USD;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);4000;01/01/2022;10.1242/dev.199842;USD;TRUE
