"institution","period","euro","doi","is_hybrid","publisher","journal_full_title","issn","issn_print","issn_electronic","license_ref","indexed_in_crossref","pmid","pmcid","ut","url","doaj"
"Academic Medical Center (AMC)",2015,NA,"10.1007/s00198-015-3087-0",TRUE,"Springer Nature","Osteoporosis International","0937-941X","0937-941X","1433-2965",NA,TRUE,"25910744","PMC4483183",NA,NA,FALSE
"Maastricht University Medical Center (UMC+)",2015,NA,"10.1007/s00198-015-3090-5",TRUE,"Springer Nature","Osteoporosis International","0937-941X","0937-941X","1433-2965",NA,TRUE,"25906239","PMC4483244",NA,NA,FALSE
"Erasmus MC",2015,NA,"10.1007/s10654-015-0026-5",TRUE,"Springer Nature","European Journal of Epidemiology","0393-2990","0393-2990","1573-7284",NA,TRUE,"25837965","PMC4457808",NA,NA,FALSE
"Delft University of Technology",2015,NA,"10.1007/s10040-015-1245-2",TRUE,"Springer Nature","Hydrogeology Journal","1431-2174","1431-2174","1435-0157",NA,TRUE,NA,NA,NA,NA,FALSE
"Wageningen University",2015,NA,"10.1007/s12263-015-0461-7",TRUE,"Springer Nature","Genes & Nutrition","1555-8932","1555-8932","1865-3499",NA,TRUE,"25861755","PMC4393378",NA,NA,TRUE
"Academic Medical Center (AMC)",2015,NA,"10.1007/s00520-015-2727-4",TRUE,"Springer Nature","Supportive Care in Cancer","0941-4355","0941-4355","1433-7339",NA,TRUE,"25894882","PMC4624832",NA,NA,FALSE
"Leiden University",2015,NA,"10.1007/s10928-015-9413-5",TRUE,"Springer Nature","Journal of Pharmacokinetics and Pharmacodynamics","1567-567X","1567-567X","1573-8744",NA,TRUE,"25868863","PMC4432106",NA,NA,FALSE
"VU University Amsterdam",2015,NA,"10.1007/s10959-015-0611-2",TRUE,"Springer Nature","Journal of Theoretical Probability","0894-9840","0894-9840","1572-9230",NA,TRUE,NA,NA,NA,NA,FALSE
"University of Groningen",2015,NA,"10.1007/s10711-015-0069-5",TRUE,"Springer Nature","Geometriae Dedicata","0046-5755","0046-5755","1572-9168",NA,TRUE,NA,NA,NA,NA,FALSE
"Maastricht University Medical Center (UMC+)",2015,NA,"10.1007/s00277-015-2358-3",TRUE,"Springer Nature","Annals of Hematology","0939-5555","0939-5555","1432-0584",NA,TRUE,"25869027","PMC4488461",NA,NA,FALSE
"Maastricht University",2015,NA,"10.1007/s11906-015-0554-0",TRUE,"Springer Nature","Current Hypertension Reports","1522-6417","1522-6417","1534-3111",NA,TRUE,"25903071","PMC4408368",NA,NA,FALSE

"Tilburg University",2015,NA,"10.1007/s10902-015-9624-x",TRUE,"Springer Nature","Journal of Happiness Studies","1389-4978","1389-4978","1573-7780","http://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE
"Eindhoven University of Technology",2015,NA,"10.1007/s11134-015-9438-x",TRUE,"Springer Nature","Queueing Systems","0257-0130","0257-0130","1572-9443",NA,TRUE,NA,NA,NA,NA,FALSE
"University of Groningen",2015,NA,"10.1007/s10849-015-9216-5",TRUE,"Springer Nature","Journal of Logic, Language and Information","0925-8531","0925-8531","1572-9583",NA,TRUE,NA,NA,NA,NA,FALSE
"VU University Amsterdam",2015,NA,"10.1007/s40496-015-0050-2",TRUE,"Springer Nature","Current Oral Health Reports","2196-3002",NA,"2196-3002",NA,TRUE,NA,NA,NA,NA,FALSE
"Erasmus University",2015,NA,"10.1007/s10389-015-0665-8",TRUE,"Springer Nature","Journal of Public Health","2198-1833","2198-1833","1613-2238",NA,TRUE,"26000233","PMC4434853",NA,NA,FALSE
"Academic Medical Center (AMC)",2015,NA,"10.1007/s00417-015-2997-z",TRUE,"Springer Nature","Graefe's Archive for Clinical and Experimental Ophthalmology","0721-832X","0721-832X","1435-702X",NA,TRUE,"25904293","PMC4700072",NA,NA,FALSE
"Eindhoven University of Technology",2015,NA,"10.1007/s10009-015-0374-1",TRUE,"Springer Nature","International Journal on Software Tools for Technology Transfer","1433-2779","1433-2779","1433-2787",NA,TRUE,NA,NA,NA,NA,FALSE
"Wageningen University",2015,NA,"10.1007/s00125-015-3586-8",TRUE,"Springer Nature","Diabetologia","0012-186X","0012-186X","1432-0428",NA,TRUE,"25899452","PMC4472939",NA,NA,FALSE
"Erasmus University",2015,NA,"10.1007/s00431-015-2541-5",TRUE,"Springer Nature","European Journal of Pediatrics","0340-6199","0340-6199","1432-1076",NA,TRUE,"25922139","PMC4623081",NA,NA,FALSE
"University Medical Center Groningen (UMCG)",2015,NA,"10.1007/s11060-015-1777-2",TRUE,"Springer Nature","Journal of Neuro-Oncology","0167-594X","0167-594X","1573-7373",NA,TRUE,"25894595","PMC4439437",NA,NA,FALSE
"Erasmus University",2015,NA,"10.1007/s11135-015-0202-4",TRUE,"Springer Nature","Quality & Quantity","0033-5177","0033-5177","1573-7845",NA,TRUE,NA,NA,NA,NA,FALSE
"University of Amsterdam",2015,NA,"10.1007/s10683-015-9429-0",TRUE,"Springer Nature","Experimental Economics","1386-4157","1386-4157","1573-6938",NA,TRUE,NA,NA,NA,NA,FALSE
"Leiden University",2015,NA,"10.1007/s13361-015-1136-8",TRUE,"Springer Nature","Journal of The American Society for Mass Spectrometry","1044-0305","1044-0305","1879-1123",NA,TRUE,"25877011","PMC4422864",NA,NA,FALSE
"Utrecht University",2015,NA,"10.1007/s00382-015-2578-1",TRUE,"Springer Nature","Climate Dynamics","0930-7575","0930-7575","1432-0894",NA,TRUE,NA,NA,NA,NA,FALSE
"Radboud University Medical Center",2015,NA,"10.1007/s00428-015-1762-3",TRUE,"Springer Nature","Virchows Archiv","0945-6317","0945-6317","1432-2307",NA,TRUE,"25846513","PMC4460276",NA,NA,FALSE
"Wageningen University",2015,NA,"10.1007/s13165-015-0110-x",TRUE,"Springer Nature","Organic Agriculture","1879-4238","1879-4238","1879-4246","http://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE
"Maastricht University",2015,NA,"10.1007/s13361-015-1146-6",TRUE,"Springer Nature","Journal of The American Society for Mass Spectrometry","1044-0305","1044-0305","1879-1123",NA,TRUE,"25916600","PMC4422856",NA,NA,FALSE
"Erasmus MC",2015,NA,"10.1007/s00134-015-3789-y",TRUE,"Springer Nature","Intensive Care Medicine","0342-4642","0342-4642","1432-1238",NA,TRUE,"25894622","PMC4477720",NA,NA,FALSE
"Radboud University Medical Center",2015,NA,"10.1007/s00234-015-1515-7",TRUE,"Springer Nature","Neuroradiology","0028-3940","0028-3940","1432-1920",NA,TRUE,"25845807","PMC4495265",NA,NA,FALSE
"Eindhoven University of Technology",2015,NA,"10.1007/s11116-015-9616-z",TRUE,"Springer Nature","Transportation","0049-4488","0049-4488","1572-9435",NA,TRUE,NA,NA,NA,NA,FALSE
"Utrecht University",2015,NA,"10.1007/s11095-015-1685-3",TRUE,"Springer Nature","Pharmaceutical Research","0724-8741","0724-8741","1573-904X",NA,TRUE,"25832500","PMC4526596",NA,NA,FALSE
"Leiden University",2015,NA,"10.1007/s11357-015-9771-3",TRUE,"Springer Nature","AGE","0161-9152","0161-9152","1574-4647",NA,TRUE,"25874752","PMC4397216",NA,NA,FALSE
"University of Groningen",2015,NA,"10.1007/s00784-015-1453-0",TRUE,"Springer Nature","Clinical Oral Investigations","1432-6981","1432-6981","1436-3771",NA,TRUE,"25843050","PMC4656749",NA,NA,FALSE
"VU University Amsterdam",2015,NA,"10.1007/s11120-015-0141-x",TRUE,"Springer Nature","Photosynthesis Research","0166-8595","0166-8595","1573-5079",NA,TRUE,"25893897","PMC4673099",NA,NA,FALSE
"University of Groningen",2015,NA,"10.1007/s10803-015-2448-z",TRUE,"Springer Nature","Journal of Autism and Developmental Disorders","0162-3257","0162-3257","1573-3432",NA,TRUE,"25911303","PMC4553147",NA,NA,FALSE
"Utrecht University",2015,NA,"10.1007/s10964-015-0287-z",TRUE,"Springer Nature","Journal of Youth and Adolescence","0047-2891","0047-2891","1573-6601",NA,TRUE,"25922116",NA,NA,NA,FALSE
"Maastricht University",2015,NA,"10.1007/s11745-015-4020-1",TRUE,"Springer Nature","Lipids","0024-4201","0024-4201","1558-9307",NA,TRUE,"25931382","PMC4445258",NA,NA,FALSE
"Leiden University",2015,NA,"10.1007/s00330-015-3665-8",TRUE,"Springer Nature","European Radiology","0938-7994","0938-7994","1432-1084",NA,TRUE,"25899415","PMC4529447",NA,NA,FALSE
"University of Groningen",2015,NA,"10.1007/s10336-015-1212-7",TRUE,"Springer Nature","Journal of Ornithology","2193-7192","2193-7192","2193-7206",NA,TRUE,NA,NA,NA,NA,FALSE
"University of Amsterdam",2015,NA,"10.1007/s40429-015-0053-z",TRUE,"Springer Nature","Current Addiction Reports","2196-2952",NA,"2196-2952",NA,TRUE,"25960940","PMC4412508",NA,NA,FALSE
"Radboud University Medical Center",2015,NA,"10.1007/s00401-015-1420-5",TRUE,"Springer Nature","Acta Neuropathologica","0001-6322","0001-6322","1432-0533",NA,TRUE,"25862637","PMC4469304",NA,NA,FALSE
"Wageningen University",2015,NA,"10.1007/s00267-015-0489-x",TRUE,"Springer Nature","Environmental Management","0364-152X","0364-152X","1432-1009",NA,TRUE,"25861910","PMC4451864",NA,NA,FALSE
"VU University Amsterdam",2015,NA,"10.1007/s11784-015-0223-6",TRUE,"Springer Nature","Journal of Fixed Point Theory and Applications","1661-7738","1661-7738","1661-7746",NA,TRUE,NA,NA,NA,NA,FALSE
"Eindhoven University of Technology",2015,NA,"10.1007/s00348-015-1945-3",TRUE,"Springer Nature","Experiments in Fluids","0723-4864","0723-4864","1432-1114",NA,TRUE,NA,NA,NA,NA,FALSE
"Erasmus University",2015,NA,"10.1007/s11336-015-9458-9",TRUE,"Springer Nature","Psychometrika","0033-3123","0033-3123","1860-0980",NA,TRUE,"25850617","PMC4644217",NA,NA,FALSE
"Utrecht University",2015,NA,"10.3758/s13428-015-0583-2",TRUE,"Springer Nature","Behavior Research Methods","1554-3528",NA,"1554-3528",NA,TRUE,"25877782","PMC4819913",NA,NA,FALSE
"University of Groningen",2015,NA,"10.1007/s10910-015-0498-2",TRUE,"Springer Nature","Journal of Mathematical Chemistry","0259-9791","0259-9791","1572-8897",NA,TRUE,NA,NA,NA,NA,FALSE
"University of Amsterdam",2015,NA,"10.1007/s11881-015-0102-2",TRUE,"Springer Nature","Annals of Dyslexia","0736-9387","0736-9387","1934-7243",NA,TRUE,"25908528","PMC4565889",NA,NA,FALSE
"Academic Medical Center (AMC)",2015,NA,"10.1007/s00068-015-0527-7",TRUE,"Springer Nature","European Journal of Trauma and Emergency Surgery","1863-9933","1863-9933","1863-9941",NA,TRUE,"26038045","PMC4830868",NA,NA,FALSE
"University of Twente",2015,NA,"10.1007/s10696-015-9219-1",TRUE,"Springer Nature","Flexible Services and Manufacturing Journal","1936-6582","1936-6582","1936-6590",NA,TRUE,NA,NA,NA,NA,FALSE
"Erasmus University",2015,NA,"10.1007/s10198-015-0685-x",TRUE,"Springer Nature","The European Journal of Health Economics","1618-7598","1618-7598","1618-7601","http://creativecommons.org/licenses/by/4.0",TRUE,"25876834","PMC4837201",NA,NA,FALSE
"Radboud University Medical Center",2015,NA,"10.1007/s11999-015-4293-y",TRUE,"Springer Nature","Clinical Orthopaedics and Related Research®","0009-921X","0009-921X","1528-1132",NA,TRUE,"25894808","PMC4626523",NA,NA,FALSE
"University of Groningen",2015,NA,"10.1007/s10336-015-1207-4",TRUE,"Springer Nature","Journal of Ornithology","2193-7192","2193-7192","2193-7206",NA,TRUE,NA,NA,NA,NA,FALSE
"University of Twente",2015,NA,"10.1007/s10404-015-1581-5",TRUE,"Springer Nature","Microfluidics and Nanofluidics","1613-4982","1613-4982","1613-4990",NA,TRUE,NA,NA,NA,NA,FALSE
"University Medical Center Groningen (UMCG)",2015,NA,"10.1007/s40279-015-0331-x",TRUE,"Springer Nature","Sports Medicine","0112-1642","0112-1642","1179-2035",NA,TRUE,"25851584","PMC4513221",NA,NA,FALSE
"Leiden University",2015,NA,"10.1007/s11240-015-0773-8",TRUE,"Springer Nature","Plant Cell, Tissue and Organ Culture (PCTOC)","0167-6857","0167-6857","1573-5044",NA,TRUE,NA,NA,NA,NA,FALSE
"University Medical Center Utrecht",2015,NA,"10.1007/s13402-015-0227-7",TRUE,"Springer Nature","Cellular Oncology","2211-3428","2211-3428","2211-3436",NA,TRUE,"25906114","PMC4445249",NA,NA,FALSE
"University of Groningen",2015,NA,"10.1007/s00040-015-0409-3",TRUE,"Springer Nature","Insectes Sociaux","0020-1812","0020-1812","1420-9098",NA,TRUE,"26097252","PMC4469088",NA,NA,FALSE
"VU University Amsterdam",2015,NA,"10.3758/s13414-015-0860-2",TRUE,"Springer Nature","Attention, Perception, & Psychophysics","1943-3921","1943-3921","1943-393X",NA,TRUE,"25832185","PMC4468981",NA,NA,FALSE
"Utrecht University",2015,NA,"10.1007/s00408-015-9721-y",TRUE,"Springer Nature","Lung","0341-2040","0341-2040","1432-1750",NA,TRUE,"25833078","PMC4432079",NA,NA,FALSE
"Eindhoven University of Technology",2015,NA,"10.1007/s10623-015-0067-5",TRUE,"Springer Nature","Designs, Codes and Cryptography","0925-1022","0925-1022","1573-7586",NA,TRUE,NA,NA,NA,NA,FALSE
"Maastricht University",2015,NA,"10.1007/s10508-015-0525-1",TRUE,"Springer Nature","Archives of Sexual Behavior","0004-0002","0004-0002","1573-2800",NA,TRUE,"25925898","PMC4706577",NA,NA,FALSE
"Erasmus University",2015,NA,"10.1007/s40258-015-0167-4",TRUE,"Springer Nature","Applied Health Economics and Health Policy","1175-5652","1175-5652","1179-1896",NA,TRUE,"25917685","PMC4740566",NA,NA,FALSE
"University Medical Center Utrecht",2015,NA,"10.1007/s00259-015-3048-z",TRUE,"Springer Nature","European Journal of Nuclear Medicine and Molecular Imaging","1619-7070","1619-7070","1619-7089",NA,TRUE,"25916740","PMC4480819",NA,NA,FALSE
"Radboud University Medical Center",2015,NA,"10.1007/s00264-015-2722-x",TRUE,"Springer Nature","International Orthopaedics","0341-2695","0341-2695","1432-5195",NA,TRUE,"25864087",NA,NA,NA,FALSE
"University of Groningen",2015,NA,"10.1007/s00392-015-0848-x",TRUE,"Springer Nature","Clinical Research in Cardiology","1861-0684","1861-0684","1861-0692",NA,TRUE,"25840550","PMC4580719",NA,NA,FALSE
"Eindhoven University of Technology",2015,NA,"10.1007/s10009-015-0379-9",TRUE,"Springer Nature","International Journal on Software Tools for Technology Transfer","1433-2779","1433-2779","1433-2787",NA,TRUE,NA,NA,NA,NA,FALSE
"Radboud University Medical Center",2015,NA,"10.1007/s10565-015-9301-1",TRUE,"Springer Nature","Cell Biology and Toxicology","0742-2091","0742-2091","1573-6822",NA,TRUE,"25916701","PMC4441745",NA,NA,FALSE
"Eindhoven University of Technology",2015,NA,"10.1007/s00453-015-0001-2",TRUE,"Springer Nature","Algorithmica","0178-4617","0178-4617","1432-0541",NA,TRUE,NA,NA,NA,NA,FALSE
"University of Amsterdam",2015,NA,"10.1007/s10992-015-9345-y",TRUE,"Springer Nature","Journal of Philosophical Logic","0022-3611","0022-3611","1573-0433",NA,TRUE,NA,NA,NA,NA,FALSE
"University Medical Center Groningen (UMCG)",2015,NA,"10.1007/s11307-015-0832-x",TRUE,"Springer Nature","Molecular Imaging and Biology","1536-1632","1536-1632","1860-2002",NA,TRUE,"25860122","PMC4641156",NA,NA,FALSE
"Maastricht University",2015,NA,"10.1007/s10198-015-0688-7",TRUE,"Springer Nature","The European Journal of Health Economics","1618-7598","1618-7598","1618-7601","http://creativecommons.org/licenses/by/4.0",TRUE,"25842252","PMC4837211",NA,NA,FALSE
"University of Groningen",2015,NA,"10.1007/s10751-015-1161-9",TRUE,"Springer Nature","Hyperfine Interactions","0304-3843","0304-3843","1572-9540",NA,TRUE,NA,NA,NA,NA,FALSE
"Utrecht University",2015,NA,"10.1007/s00223-015-9993-5",TRUE,"Springer Nature","Calcified Tissue International","0171-967X","0171-967X","1432-0827",NA,TRUE,"25894068","PMC4491344",NA,NA,FALSE
"VU University Medical Center (VUmc)",2015,NA,"10.1007/s00330-015-3696-1",TRUE,"Springer Nature","European Radiology","0938-7994","0938-7994","1432-1084",NA,TRUE,"25899416","PMC4562004",NA,NA,FALSE
