"institution","period","euro","doi","is_hybrid","publisher","journal_full_title","issn","issn_print","issn_electronic","license_ref","indexed_in_crossref","pmid","pmcid","ut","url","doaj"
"Eindhoven University of Technology",2016,NA,"10.1007/s00158-016-1397-2",TRUE,"Springer Nature","Structural and Multidisciplinary Optimization","1615-147X","1615-147X","1615-1488",NA,TRUE,NA,NA,NA,NA,FALSE
"Eindhoven University of Technology",2016,NA,"10.1007/s11998-016-9783-7",TRUE,"Springer Nature","Journal of Coatings Technology and Research","1547-0091","1547-0091","1935-3804","http://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE
"Delft University of Technology",2016,NA,"10.1007/s11998-016-9784-6",TRUE,"Springer Nature","Journal of Coatings Technology and Research","1547-0091","1547-0091","1935-3804","http://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE
"Radboud University",2016,NA,"10.1007/s00415-016-8042-2",TRUE,"Springer Nature","Journal of Neurology","0340-5354","0340-5354","1432-1459","http://creativecommons.org/licenses/by/4.0",TRUE,"27039389","PMC4893376",NA,NA,FALSE
"University Medical Center Groningen (UMCG)",2016,NA,"10.1007/s12028-016-0248-8",TRUE,"Springer Nature","Neurocritical Care","1541-6933","1541-6933","1556-0961",NA,TRUE,NA,NA,NA,NA,FALSE
"Academic Medical Center (AMC)",2016,NA,"10.1007/s00330-016-4251-4",TRUE,"Springer Nature","European Radiology","0938-7994","0938-7994","1432-1084","http://creativecommons.org/licenses/by-nc/4.0",TRUE,NA,NA,NA,NA,FALSE
"Delft University of Technology",2016,NA,"10.1007/s10798-016-9357-0",TRUE,"Springer Nature","International Journal of Technology and Design Education","0957-7572","0957-7572","1573-1804",NA,TRUE,NA,NA,NA,NA,FALSE
"Erasmus University",2016,NA,"10.1007/s13194-015-0135-8",TRUE,"Springer Nature","European Journal for Philosophy of Science","1879-4912","1879-4912","1879-4920","http://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE
"University of Groningen",2016,NA,"10.1007/s40901-016-0020-9",TRUE,"Springer Nature","Indian Journal of International Law","0019-5294","0019-5294","2199-7411","http://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE
"University of Groningen",2016,NA,"10.1007/s10964-016-0461-y",TRUE,"Springer Nature","Journal of Youth and Adolescence","0047-2891","0047-2891","1573-6601",NA,TRUE,NA,NA,NA,NA,FALSE
"Maastricht University Medical Center (UMC+)",2016,NA,"10.1007/s11517-016-1479-8",TRUE,"Springer Nature","Medical & Biological Engineering & Computing","0140-0118","0140-0118","1741-0444",NA,TRUE,NA,NA,NA,NA,FALSE
"Tilburg University",2016,NA,"10.1007/s00148-016-0593-0",TRUE,"Springer Nature","Journal of Population Economics","0933-1433","0933-1433","1432-1475","http://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE
"University of Groningen",2016,NA,"10.1007/s11096-016-0281-x",TRUE,"Springer Nature","International Journal of Clinical Pharmacy","2210-7703","2210-7703","2210-7711","http://creativecommons.org/licenses/by/4.0",TRUE,"27052212","PMC4929171",NA,NA,FALSE
"Radboud University Medical Center",2016,NA,"10.1007/s40264-016-0420-2",TRUE,"Springer Nature","Drug Safety","0114-5916","0114-5916","1179-1942","http://creativecommons.org/licenses/by-nc/4.0",TRUE,"27098247","PMC4912979",NA,NA,FALSE
"VU University Medical Center (VUmc)",2016,NA,"10.1007/s10519-016-9787-1",TRUE,"Springer Nature","Behavior Genetics","0001-8244","0001-8244","1573-3297",NA,TRUE,NA,NA,NA,NA,FALSE
"Radboud University",2016,NA,"10.1007/s11881-016-0129-z",TRUE,"Springer Nature","Annals of Dyslexia","0736-9387","0736-9387","1934-7243",NA,TRUE,NA,NA,NA,NA,FALSE
"Maastricht University",2016,NA,"10.1007/s12072-016-9723-8",TRUE,"Springer Nature","Hepatology International","1936-0533","1936-0533","1936-0541",NA,TRUE,NA,NA,NA,NA,FALSE
"University of Twente",2016,NA,"10.1007/s11244-016-0556-4",TRUE,"Springer Nature","Topics in Catalysis","1022-5528","1022-5528","1572-9028","http://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE
"Radboud University Medical Center",2016,NA,"10.1007/s40265-016-0564-5",TRUE,"Springer Nature","Drugs","0012-6667","0012-6667","1179-1950",NA,TRUE,"27041288","PMC4833799",NA,NA,FALSE
"University of Amsterdam",2016,NA,"10.1007/s10485-016-9434-2",TRUE,"Springer Nature","Applied Categorical Structures","0927-2852","0927-2852","1572-9095",NA,TRUE,NA,NA,NA,NA,FALSE
"University of Amsterdam",2016,NA,"10.1007/s11336-016-9497-x",TRUE,"Springer Nature","Psychometrika","0033-3123","0033-3123","1860-0980","http://creativecommons.org/licenses/by/4.0",TRUE,"27052959","PMC4880644",NA,NA,FALSE
"University Medical Center Groningen (UMCG)",2016,NA,"10.1245/s10434-016-5194-3",TRUE,"Springer Nature","Annals of Surgical Oncology","1068-9265","1068-9265","1534-4681","http://creativecommons.org/licenses/by/4.0",TRUE,"27038459","PMC4889619",NA,NA,FALSE
"University of Groningen",2016,NA,"10.1007/s11061-016-9481-9",TRUE,"Springer Nature","Neophilologus","0028-2677","0028-2677","1572-8668","http://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE
"Wageningen University",2016,NA,"10.1007/s10113-016-0940-4",TRUE,"Springer Nature","Regional Environmental Change","1436-3798","1436-3798","1436-378X",NA,TRUE,NA,NA,NA,NA,FALSE
"Eindhoven University of Technology",2016,NA,"10.1007/s10676-016-9396-y",TRUE,"Springer Nature","Ethics and Information Technology","1388-1957","1388-1957","1572-8439","http://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE
