agreement;institution;doi;period;is_hybrid
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/C8GC03943G;2019;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/C8LC01220B;2019;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/C9CC05989J;2019;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/C9SE00722A;2019;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/C9CY00776H;2019;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/C9TA01712G;2019;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/C8CP06961A;2019;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/C9CP01014A;2019;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/C9TC00488B;2019;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/C9FO01554J ;2019;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/C9FO02482D;2019;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/C9CC03958A;2019;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/C8DT04977G;2019;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/C9NR03009C;2019;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/C8TB02738B;2019;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/C9TA07361B;2019;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/C9RE00361D;2019;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/C9TC04929K;2019;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/C8CP07542E;2019;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/C9FO00698B;2019;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/C9FO01806A;2019;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/C9OB01091B;2019;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/C9CC03008E;2019;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/C9CE01461F;2019;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/C9CP03577J;2019;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/C9CP05505C;2019;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/C9TC04008K;2019;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/C9BM00903E;2019;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/C8CP07580H;2019;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/C9GC02475A;2019;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/C9CP04237G;2019;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/C9RE00015A;2019;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/C9NR04396A;2019;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/C9EE04159A;2019;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/C9NJ02392E;2019;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/C9DT03804C;2019;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/C9FO01421G;2019;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/C9BM01271K;2019;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/C9FO00115H;2019;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/C9QM00210C;2019;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/C9TC00747D;2019;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/C9CP01114E;2019;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/C9CC04526K;2019;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/C8FO02465K;2019;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/C9TA00994A;2019;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/c9mt00144a;2019;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/C9NR02172H;2019;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/C9FO02221J;2019;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/C9TC05785D;2019;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/C8BM01600C;2019;TRUE
