institution;period;doi;is_hybrid;euro
MPG;2017;10.1039/C6CE02209J;TRUE;
MPG;2017;10.1039/C6BM00951D;TRUE;
MPG;2017;10.1039/C7CC00368D;TRUE;
MPG;2017;10.1039/C6SM02860H;TRUE;
MPG;2017;10.1039/C7CC00520B;TRUE;
MPG;2017;10.1039/C7CP00836H;TRUE;
MPG;2017;10.1039/C6SM01636G;TRUE;
MPG;2017;10.1039/C7FD00005G;TRUE;
MPG;2017;10.1039/C7GC00425G;TRUE;
MPG;2017;10.1039/C7CY00291B;TRUE;
MPG;2017;10.1039/C6IB00251J;TRUE;
MPG;2017;10.1039/C7CP00790F;TRUE;
MPG;2017;10.1039/C7TA01714F;TRUE;
MPG;2017;10.1039/C7CC02354E;TRUE;
MPG;2017;10.1039/C6MH00592F;TRUE;
MPG;2017;10.1039/C7PY00436B;TRUE;
MPG;2017;10.1039/C7GC00975E;TRUE;
MPG;2017;10.1039/C7CP01506B;TRUE;
MPG;2017;10.1039/C7LC00178A;TRUE;
MPG;2017;10.1039/C7NP00002B;TRUE;
MPG;2017;10.1039/C7CE00433H;TRUE;
MPG;2017;10.1039/C7CP01688C;TRUE;
MPG;2017;10.1039/C7TC01241A;TRUE;
MPG;2017;10.1039/C7SM00437K;TRUE;
MPG;2017;10.1039/C7TA02923C;TRUE;
MPG;2017;10.1039/C7CS00156H;TRUE;
MPG;2017;10.1039/C7LC00064B;TRUE;
MPG;2017;10.1039/C7TA01614J;TRUE;
MPG;2017;10.1039/C7CP01838J;TRUE;
MPG;2017;10.1039/C7TA01982C;TRUE;
MPG;2017;10.1039/C7CP01643C;TRUE;
MPG;2017;10.1039/C7TA02052J;TRUE;
MPG;2017;10.1039/C6CP08908A;TRUE;
MPG;2017;10.1039/C7FD00164A;TRUE;
MPG;2017;10.1039/C7TB00618G;TRUE;
MPG;2017;10.1039/C7MH00193B;TRUE;
MPG;2017;10.1039/C7TA03777E;TRUE;
MPG;2017;10.1039/C7NR02977B;TRUE;
MPG;2017;10.1039/C7CP02251D;TRUE;
MPG;2017;10.1039/C7CP03081A;TRUE;
MPG;2017;10.1039/C7CP02865B;TRUE;
MPG;2017;10.1039/C7CC03639F;TRUE;
MPG;2017;10.1039/C7CP02947K;TRUE;
MPG;2017;10.1039/C6SM02685K;TRUE;
MPG;2017;10.1039/C7NH00062F;TRUE;
MPG;2017;10.1039/C7NJ01396E;TRUE;
MPG;2017;10.1039/C7PY00813A;TRUE;
MPG;2017;10.1039/C7CP02967E;TRUE;
MPG;2017;10.1039/C7FD00171A;TRUE;
MPG;2017;10.1039/C7GC01055A;TRUE;
MPG;2017;10.1039/C7CP02618H;TRUE;
MPG;2017;10.1039/C7DT01994G;TRUE;
MPG;2017;10.1039/C7CC03709K;TRUE;
MPG;2017;10.1039/C7CP03107F;TRUE;
MPG;2017;10.1039/C7CP03922K;TRUE;
MPG;2017;10.1039/C7TA04050D;TRUE;
MPG;2017;10.1039/C7CP02557B;TRUE;
MPG;2017;10.1039/C7CC04380E;TRUE;
MPG;2017;10.1039/C7SM01066D;TRUE;
MPG;2017;10.1039/C7NR02231J;TRUE;
MPG;2017;10.1039/C7CP04296E;TRUE;
MPG;2017;10.1039/C7CC05377K;TRUE;
MPG;2017;10.1039/C7PY01214D;TRUE;
MPG;2017;10.1039/C7TC01495C;TRUE;
MPG;2017;10.1039/C7NR04527A;TRUE;
MPG;2017;10.1039/C7TC03357E;TRUE;
MPG;2017;10.1039/C7TA05822E;TRUE;
MPG;2017;10.1039/C7CC05770A;TRUE;
MPG;2017;10.1039/C7SM00829E;TRUE;
MPG;2017;10.1039/C7CP05572B;TRUE;
MPG;2017;10.1039/C7DT02501G;TRUE;
MPG;2017;10.1039/C7NH00111H;TRUE;
MPG;2017;10.1039/C7NR05301K;TRUE;
MPG;2017;10.1039/C7CP04852A;TRUE;
MPG;2017;10.1039/C7CP04116K;TRUE;
MPG;2017;10.1039/C7DT02978K;TRUE;
MPG;2017;10.1039/C7CP03942E;TRUE;
MPG;2017;10.1039/C7PY01607G;TRUE;
MPG;2017;10.1039/C7SM01568B;TRUE;
MPG;2017;10.1039/C7CP05897G;TRUE;
MPG;2017;10.1039/C7CP05445A;TRUE;
MPG;2017;10.1039/C7CE01229B;TRUE;
MPG;2017;10.1039/C7CY01451A;TRUE;
MPG;2017;10.1039/C7CC05669A;TRUE;
MPG;2017;10.1039/C7DT03288A;TRUE;
MPG;2017;10.1039/C7EE02110K;TRUE;
MPG;2017;10.1039/C7CE01406F;TRUE;
MPG;2017;10.1039/C7MH00676D;TRUE;
MPG;2017;10.1039/C7LC00929A;TRUE;
MPG;2017;10.1039/C7FD90032E;TRUE;
MPG;2017;10.1039/C7CC04440B;TRUE;
MPG;2017;10.1039/C7GC01776F;TRUE;
MPG;2017;10.1039/C7SM00956A;TRUE;
