institution;period;doi;is_hybrid;euro
MPG;2018;10.1007/s00775-018-1558-4;TRUE;
MPG;2018;10.1007/s00498-018-0212-6;TRUE;
MPG;2018;10.1007/s10745-018-9997-7;TRUE;
MPG;2018;10.1007/s00344-018-9807-x;TRUE;
MPG;2018;10.1007/s11207-018-1283-8;TRUE;
MPG;2018;10.1007/s12598-018-1027-9;TRUE;
MPG;2018;10.1007/s10853-018-2279-3;TRUE;
MPG;2018;10.1007/s10980-018-0637-9;TRUE;
MPG;2018;10.1007/s40319-018-0696-0;TRUE;
MPG;2018;10.1007/s11192-018-2733-7;TRUE;
MPG;2018;10.1007/s00429-018-1666-5;TRUE;
MPG;2018;10.1007/s10948-018-4663-2;TRUE;
MPG;2018;10.1007/s12274-018-2053-5;TRUE;
MPG;2018;10.1140/epje/i2018-11658-y;TRUE;
