institution;period;doi;is_hybrid;euro
MPG;2016;10.1007/s40192-017-0084-5;TRUE;
MPG;2018;10.1007/s12274-018-2009-9;TRUE;
MPG;2018;10.1007/s10680-018-9469-1;TRUE;
MPG;2018;10.1007/s00227-018-3309-z;TRUE;
MPG;2018;10.1007/s00129-018-4199-3;TRUE;
MPG;2018;10.1007/s00446-018-0326-6;TRUE;
MPG;2017;10.1007/s13163-017-0254-1;TRUE;
MPG;2018;10.1007/s00723-018-0987-0;TRUE;
MPG;2018;10.1007/s00442-018-4087-5;TRUE;
MPG;2018;10.1007/s00249-018-1276-4;TRUE;
MPG;2018;10.1007/s00229-018-1003-6;TRUE;
MPG;2018;10.1007/s10071-018-1167-1;TRUE;
MPG;2018;10.1007/s10336-018-1532-5;TRUE;
MPG;2018;10.1007/s00436-018-5783-0;TRUE;
MPG;2018;10.1007/s40319-018-0677-3;TRUE;
MPG;2017;10.1007/s00249-017-1273-z;TRUE;
MPG;2017;10.1007/s40316-017-0097-7;TRUE;
MPG;2018;10.1007/s10444-018-9592-x;TRUE;
MPG;2018;10.1007/s00029-018-0396-0;TRUE;
MPG;2018;10.1007/s10433-018-0458-3;TRUE;
MPG;2018;10.1140/epjb/e2017-80347-5;TRUE;
MPG;2018;10.1140/epjb/e2017-80530-8;TRUE;
MPG;2018;10.1140/epje/i2018-11625-8;TRUE;
