institution;period;doi;is_hybrid;euro
MPG;2017;10.1039/C6NR07022A;TRUE;
MPG;2017;10.1039/C6SM02600A;TRUE;
MPG;2017;10.1039/C6AN02144A;TRUE;
MPG;2017;10.1039/C6CP08504K;TRUE;
MPG;2017;10.1039/C6PY02212J;TRUE;
MPG;2017;10.1039/C6CP07284D;TRUE;
MPG;2017;10.1039/C6CP07955E;TRUE;
MPG;2017;10.1039/C6CP08134G;TRUE;
MPG;2017;10.1039/C6SM02413K;TRUE;
MPG;2017;10.1039/C6TC04365H;TRUE;
MPG;2017;10.1039/C7DT00128B;TRUE;
MPG;2017;10.1039/C6TA10768K;TRUE;
MPG;2017;10.1039/C6NP00122J;TRUE;
MPG;2017;10.1039/C6DT04527H;TRUE;
MPG;2017;10.1039/C6QM00378H;TRUE;
MPG;2017;10.1039/C6SM02796B;TRUE;
MPG;2017;10.1039/C6CP08539C;TRUE;
MPG;2017;10.1039/C7CP00431A;TRUE;
MPG;2017;10.1039/C7FD00023E;TRUE;
MPG;2017;10.1039/C6TA10928D;TRUE;
MPG;2017;10.1039/C6TC04626F;TRUE;
MPG;2017;10.1039/C6TC05065D;TRUE;
MPG;2017;10.1039/C7OB00249A;TRUE;
MPG;2017;10.1039/C7CP00476A;TRUE;
MPG;2017;10.1039/C7FD00051K;TRUE;
MPG;2017;10.1039/C7NR00367F;TRUE;
