institution,period,euro,doi,backlist_oa,publisher,book_title,isbn_1,isbn_2,isbn_3
oru,2022,13839.29,10.5040/9781501366185,FALSE,Bloomsbury Publishing,Now About All These Women in the Swedish Film Industry,9781501366185,,
oru,2023, 7958.15,10.5040/9781509962365,FALSE,Bloomsbury Academic,The Normative Foundations for EU Criminal Justice,9781509962365,,
oru,2024, 6967.49,10.1515/9783111448640,FALSE,Walter de Gruyter GmbH,"Counting on Computers: New Information Technologies and Curricular Change in East Germany, 1960s to 1990",9783111448640,,
