"Article Title","period","Journal","Publisher","Digital Object Identifier","URL","Euro","is_hybrid","Date Funds Disbursed","issn","institution"
"Reorientation is guided by perceived surface distance, not by image matching or comparison",2012,"PLoS ONE","Public Library of Science","10.1371/journal.pone.0051373","http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0051373",1051.52,FALSE,"12/19/2012",,"HOPE Fund - OSC Harvard University Library"
"Evolving righteousness in a corrupt world",2012,"PLoS ONE","Public Library of Science","10.1371/journal.pone.0044432","http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0044432",1051.52,FALSE,"11/2/2012",,"HOPE Fund - OSC Harvard University Library"
"Robust and economical multi-sample, multi-wavelength UV/vis absorption and fluorescence detector for biological and chemical con",2012,"AIP Advances","AIP","10.1063/1.4738962","http://scitation.aip.org/content/aip/journal/adva/2/3/10.1063/1.4738962",701.01,FALSE,"7/23/2012",,"HOPE Fund - OSC Harvard University Library"
"The core apoptotic executioner proteins CED-3 and CED-4 promote initiation of neuronal regeneration in Caenorhabditis elegans",2012,"PLoS Biology","Public Library of Science","10.1371/journal.pbio.1001331","http://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.1001331",1016.46,FALSE,"5/3/2012",,"HOPE Fund - OSC Harvard University Library"
"Tracking replicability as a method of post-publication open evaluation",2012,"Frontiers in Comutational Neuroscience","Frontiers","10.3389/fncom.2012.00008","http://journal.frontiersin.org/article/10.3389/fncom.2012.00008/full",172.14,FALSE,"7/9/2012","1662-5188","HOPE Fund - OSC Harvard University Library"
"Kin selection and the evolution of social information use in animal conflict",2012,"PLoS ONE","Public Library of Science","10.1371/journal.pone.0031664","http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0031664",350.51,FALSE,"4/25/2012",,"HOPE Fund - OSC Harvard University Library"
"Deep annotation of Populus trichocarpa microRNAs from diverse tissue sets",2012,"PLoS ONE","Public Library of Science","10.1371/journal.pone.0033034","http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0033034",701.01,FALSE,"2/8/2012",,"HOPE Fund - OSC Harvard University Library"
