"Article Title","period","Journal","Publisher","Digital Object Identifier","URL","Euro","is_hybrid","Date Funds Disbursed","issn","institution"
"Composition and Regulation of Maternal and Zygotic Transcriptomes Reflects Species Specific Reproductive Mode",2010,"Genome Biology and Evolution","BioMed Central","10.1186/gb-2010-11-6-r58","http://genomebiology.biomedcentral.com/articles/10.1186/gb-2010-11-6-r58",476.22,FALSE,"6/1/2010","1474-7596","HOPE Fund-OSC Harvard University Library"
