"active","type","directory","basic_url","metadata_prefix","oai_set","processing"
FALSE,"intact","data/unireg","http://epub.uni-regensburg.de/cgi/oai2","OpenAPC","6F615F747970653D676F6C645F70616964","'url':'%identifier%'"
FALSE,"intact","data/unireg","http://epub.uni-regensburg.de/cgi/oai2","OpenAPC","gold_oa_trans","'url':'%identifier%'"
FALSE,"opencost","data/unireg","http://epub.uni-regensburg.de/cgi/oai2","openCost","openCost","'url':'%identifier%'"
FALSE,"intact","data/unibi","https://pub.uni-bielefeld.de/oai","OpenAPC","","'url':'%identifier%'"
FALSE,"intact","data/unisaarland","https://publikationen.sulb.uni-saarland.de/oai/request","openapc","openapc","'url':'%identifier%'"
FALSE,"intact","data/rwth","https://publications.rwth-aachen.de/oai2d","OpenAPC","OpenAPC","'url':'%identifier%'"
FALSE,"opencost","data/desy","https://bib-pubdb1.desy.de/oai2d","openCost","openCost","'url':'%identifier%'"
FALSE,"opencost","data/unibi","https://pub.uni-bielefeld.de/oai","OpenCost","","'url':'%identifier%'"
TRUE,"opencost","data/uniulm/opencost_test","https://oparu.uni-ulm.de/server/oai/request","opencost","opencost","'url':'%identifier%'"
