institution,period,euro,doi,is_hybrid,publisher,journal_full_title,issn,issn_print,issn,license_ref,indexed_in_crossref,pmid,pmcid,ut,url,doaj,agreement
HS Düsseldorf,2018,"1029,48",10.3390/su10124638,false,MDPI,Sustainability,2071-1050,NA,2071-1050,https://creativecommons.org/licenses/by/4.0,true,NA,NA,NA,NA,true,
