"institution","period","euro","doi","backlist_oa","book_title"
"Hochschule Luzern",2023,8550,"10.33057/chronos.1743","false","Alpine Vibes"
"Hochschule Luzern",2023,8550," 10.4472/9783035805499","false","Unabhängig, prekär, professionell"
"Hochschule Luzern",2023,8550,"10.5281/zenodo.14637412","false","Performance Artists go Flat"
"Hochschule Luzern",2023,8550,"10.4472/9783035806830","false","Revolving Documents"
"Hochschule Luzern",2023,3.087,"10.5771/9783748938385 ","false","Gesundheit von LGBT-Personen in der Schweiz"
"Hochschule Luzern",2023,3200," 10.4472/9783035804027","false","Schlafend unter Wölfen"
"Hochschule Luzern",2023,3700,"10.5281/zenodo.5643071 ","false","Lernsituationen strukturieren und Wissen koproduzieren"
