Institution;Period;Euro;doi;is_hybrid;
Universität Konstanz;2016;1.386;10.1038/srep19434;FALSE;
Universität Konstanz;2016;1.457;10.1002/ece3.1912;FALSE;
Universität Konstanz;2016;1.529,15; 10.3402/ejpt.v7.29099;FALSE;
Universität Konstanz;2016;1.392;  10.1088/1367-2630/17/10/103006;FALSE;
Universität Konstanz;2016;1.386;10.1038/srep21841;FALSE;
Universität Konstanz;2016;1.470; 10.1371/journal.pone.0150470;FALSE;
Universität Konstanz;2016;2.000; 10.14573/altex.1603091;FALSE;
Universität Konstanz;2016;2.000;10.14573/altex.1510052;FALSE;
Universität Konstanz;2016;2.000; 10.14573/altex.1510054;FALSE;
Universität Konstanz;2016;2.000;  10.14573/altex.1510053;FALSE;
Universität Konstanz;2016;2.000;  10.14573/altex.1510055;FALSE;
Universität Konstanz;2016;2.000; 10.14573/altex.1601251;FALSE;
Universität Konstanz;2016;1386,35; 10.1038/srep23439;FALSE;
Universität Konstanz;2016;1.457;  10.1002/ece3.2121;FALSE;
Universität Konstanz;2016;1.457;10.1002/ece3.2171;FALSE;
Universität Konstanz;2016;1.821; 10.1002/ece3.2184;FALSE;
Universität Konstanz;2016;1.568;10.1371/journal.pone.0156098;FALSE;
Universität Konstanz;2016;1.741;   10.1093/gbe/evw097;FALSE;
Universität Konstanz;2016;1.853;  10.3389/fnhum.2016.00061;FALSE;
Universität Konstanz;2016;1.389;  10.3389/fpsyg.2016.00335;FALSE;
Universität Konstanz;2016;1.853;10.3389/fpsyg.2016.00607;FALSE;
Universität Konstanz;2016;1.853; 10.3389/fpsyg.2016.00722;FALSE;
Universität Konstanz;2016;1.661;10.1186/s12984-016-0115-z;FALSE;
Universität Konstanz;2016;1.661; 10.1186/s12884-016-0799-x;FALSE;
Universität Konstanz;2016;1.661;  10.1186/s13102-016-0027-z;FALSE;
Universität Konstanz;2016;1.661;  10.1186/s12888-016-0803-z;FALSE;
Universität Konstanz;2016;1.661;  10.1186/s12866-016-0676-9;FALSE;
Universität Konstanz;2016;1.661;  10.1186/s12888-016-0828-3;FALSE;
Universität Konstanz;2016;1.661; 10.1186/s40359-016-0132-5;FALSE;
Universität Konstanz;2016;333;  10.3224/978384740602;FALSE;
Universität Konstanz;2016;1.639; 10.1002/ece3.2287;FALSE;
Universität Konstanz;2016;1.386; 10.1038/srep28091;FALSE;
Universität Konstanz;2016;289;http://www.cco.regener-online.de/2016_2/pdf/kempf2016_dt.pdf;FALSE;
Universität Konstanz;2016;750; 10.7717/peerj.2344;FALSE;
Universität Konstanz;2016;1.389;  10.3389/fpsyg.2016.00744;FALSE;
Universität Konstanz;2016;1.853;  10.3389/fpsyg.2016.00795;FALSE;
Universität Konstanz;2016;1.853;  10.3389/fnhum.2016.00302;FALSE;
Universität Konstanz;2016;1.853;  10.3389/fpsyg.2016.01071;FALSE;
Universität Konstanz;2016;1.661;  10.1186/s12885-016-2538-0;FALSE;
Universität Konstanz;2016;752;10.7717/peerj.2395;FALSE;
Universität Konstanz;2016;1.386;10.1038/srep32434;FALSE;
Universität Konstanz;2016;1.639;10.1002/ece3.2396;FALSE;
Universität Konstanz;2016;2.000;10.14573/altex.1604201;FALSE;
Universität Konstanz;2016;2.000;10.14573/altex.1605031;FALSE;
Universität Konstanz;2016;1.207;10.1088/1367-2630/18/5/053033;FALSE;
Universität Konstanz;2016;1.661;10.1186/s12888-016-1004-5;FALSE;
Universität Konstanz;2016;1284,46;10.1088/1367-2630/18/9/093045;FALSE;
Universität Konstanz;2016;1.432;10.1002/ecs2.1566;FALSE;
Universität Konstanz;2016;1.661,24;10.1186/s12866-016-0899-9;FALSE;
Universität Konstanz;2016;2.197,30;10.1364/OE.24.029930;FALSE;
Universität Konstanz;2016;1.719;10.1371/journal.pone.0167779;FALSE;
Universität Konstanz;2016;1.853;10.3389/fnbeh.2016.00150;FALSE;
Universität Konstanz;2016;1.853;10.3389/fncel.2016.00193;FALSE;
Universität Konstanz;2016;1.853;10.3389/fpsyg.2016.01301;FALSE;
Universität Konstanz;2016;1.853;10.3389/fnana.2016.00103;FALSE;
Universität Konstanz;2016;853;10.3389/fpsyg.2016.01886;FALSE;
Universität Konstanz;2016;1.853;10.3389/fpsyg.2016.01904;FALSE;
Universität Konstanz;2016;1.389;10.3389/fnhum.2016.00685;FALSE;
Universität Konstanz;2016;2.535;10.1093/nar/gkv1017;FALSE;
Universität Konstanz;2016;3.480;10.1038/mtna.2015.59;FALSE;
Universität Konstanz;2016;2.627;10.2196/jmir.5271;FALSE;
Universität Konstanz;2016;2.535;10.1093/nar/gkw812;FALSE;
Universität Konstanz;2016;2.428;10.1371/journal.pgen.1006157;FALSE;
Universität Konstanz;2016;4.403;10.1038/ncomms12736;FALSE;
Universität Konstanz;2016;4.403;10.1038/ncomms12834;FALSE;
Universität Konstanz;2016;2.422;10.1371/journal.pgen.1006378;FALSE;
Universität Konstanz;2016;4.403;10.1038/ncomms13313;FALSE;
Universität Konstanz;2016;2.535;10.1093/nar/gkw589;FALSE;
