"institution","period","euro","doi","is_hybrid","publisher","journal_full_title","issn","issn_print","issn_electronic","license_ref","indexed_in_crossref","pmid","pmcid","ut","url","doaj"
"Konstanz U",2014,1808.8,"10.3389/fpsyg.2014.01442",FALSE,"Frontiers Media SA","Frontiers in Psychology","1664-1078",NA,"1664-1078",NA,TRUE,"25566124","PMC4263074",NA,NA,TRUE
"Konstanz U",2014,1808.8,"10.3389/fpsyg.2014.01441",FALSE,"Frontiers Media SA","Frontiers in Psychology","1664-1078",NA,"1664-1078",NA,TRUE,"25566123","PMC4267266",NA,NA,TRUE
"Konstanz U",2014,870.49,"10.3389/fneur.2014.00279",FALSE,"Frontiers Media SA","Frontiers in Neurology","1664-2295",NA,"1664-2295",NA,TRUE,"25566183","PMC4273629",NA,NA,TRUE
"Konstanz U",2015,634.05,"10.1155/2015/479267",FALSE,"Hindawi Publishing Corporation","International Journal of Mathematics and Mathematical Sciences","0161-1712","0161-1712","1687-0425","http://creativecommons.org/licenses/by/3.0/",TRUE,NA,NA,NA,NA,TRUE
"Konstanz U",2015,1808.8,"10.3389/fpsyg.2014.01518",FALSE,"Frontiers Media SA","Frontiers in Psychology","1664-1078",NA,"1664-1078",NA,TRUE,"25709586","PMC4285743",NA,NA,TRUE
"Konstanz U",2015,1939.7,"10.1364/OE.23.002145",FALSE,"The Optical Society","Optics Express","1094-4087",NA,"1094-4087",NA,TRUE,"25836085",NA,NA,NA,TRUE
"Konstanz U",2015,1808.8,"10.3389/fpsyg.2014.01597",FALSE,"Frontiers Media SA","Frontiers in Psychology","1664-1078",NA,"1664-1078",NA,TRUE,"25667576","PMC4304240",NA,NA,TRUE
"Konstanz U",2015,2000,"10.14573/altex.1411011",FALSE,"ALTEX Edition","ALTEX","1868596X","1868596X",NA,NA,TRUE,"25413849",NA,NA,NA,FALSE
"Konstanz U",2015,1594.6,"10.1186/s12862-015-0287-3",FALSE,"Springer Science + Business Media","BMC Evolutionary Biology","1471-2148","1471-2148",NA,NA,TRUE,"25648727","PMC4322459",NA,NA,TRUE
"Konstanz U",2015,1808.8,"10.3389/fpsyg.2015.00121",FALSE,"Frontiers Media SA","Frontiers in Psychology","1664-1078",NA,"1664-1078",NA,TRUE,"25717313","PMC4323998",NA,NA,TRUE
"Konstanz U",2015,1594.6,"10.1186/s12884-015-0462-y",FALSE,"Springer Science + Business Media","BMC Pregnancy and Childbirth","1471-2393","1471-2393",NA,NA,TRUE,"25884996","PMC4343273",NA,NA,TRUE
