"institution","period","euro","doi","backlist_oa","publisher","book_title","isbn","isbn_print","isbn_electronic","license_ref","indexed_in_crossref","doab"
"Konstanz U",2023,6793.46,"10.1017/9781009444002",FALSE,"Cambridge University Press","Rethinking Global History","978-1-009-44400-2","978-1-009-44404-0","978-1-009-44400-2","https://www.cambridge.org/core/terms",TRUE,TRUE
"Konstanz U",2024,4063.85,"10.12907/978-3-593-45746-8",FALSE,"Campus Verlag","Den Umbruch denken","978-3-593-45746-8",NA,"978-3-593-45746-8","https://creativecommons.org/licenses/by/4.0/legalcode",TRUE,FALSE
"",,,"","","","","","","","","",""
"Konstanz U",2024,7140,"10.14361/9783839470503",FALSE,"transcript Verlag","Vorläufige Gewissheiten","978-3-8376-7050-9","978-3-8376-7050-9","978-3-8394-7050-3","https://creativecommons.org/licenses/by/4.0/",TRUE,TRUE
"Konstanz U",2024,7140,"10.1515/9783110679137",FALSE,"De Gruyter","Following","978-3-11-067913-7",NA,"978-3-11-067913-7","http://creativecommons.org/licenses/by/4.0",TRUE,FALSE
"Konstanz U",2024,7140,"10.1515/9783111343341",FALSE,"De Gruyter","Digitalisierung des Rechts","978-3-11-134334-1",NA,"978-3-11-134334-1","http://creativecommons.org/licenses/by-nc-nd/4.0",TRUE,FALSE
"Konstanz U",2024,7140,"10.1515/9783111555089",FALSE,"De Gruyter","The Theatre of Anxiety","978-3-11-155508-9",NA,"978-3-11-155508-9","http://creativecommons.org/licenses/by-nc-nd/4.0",TRUE,FALSE
"Konstanz U",2024,7601.42,"10.1628/978-3-16-162459-9",FALSE,"Mohr Siebeck","Deutschland als Einwanderungsland","978-3-16-162459-9",NA,"978-3-16-162459-9","https://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,FALSE
"Konstanz U",2024,5355,"10.31244/9783830999317",FALSE,"Waxmann Verlag","Kompetenzen für den Unterricht mit und über Künstliche Intelligenz. Perspektiven, Orientierungshilfen und Praxisbeispiele für die Lehramtsausbildung in den Naturwissenschaften","978-3-8309-4931-2","978-3-8309-4931-2",NA,NA,TRUE,FALSE
"Konstanz U",2024,10710,"10.5040/9781350431058",FALSE,"Bloomsbury Publishing","Scottish Literature, Borders and the Environmental Imagination","978-1-350-43105-8","978-1-350-43102-7","978-1-350-43105-8","https://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,FALSE
"Konstanz U",2024,2000,"10.5771/9783748946700",FALSE,"Nomos Verlagsgesellschaft mbH & Co. KG","Strukturbedingt unbestimmte Straftatbestände","978-3-7489-4670-0","978-3-7489-4670-0",NA,"https://creativecommons.org/licenses/by/4.0/",TRUE,FALSE
"Konstanz U",2024,11363.37,"10.5040/9781350437296",FALSE,"Bloomsbury Publishing","Shakespeare and Seriality","978-1-350-43729-6","978-1-350-43726-5","978-1-350-43729-6","https://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,FALSE
