"institution";"period";"euro";"doi";"is_hybrid";"publisher";"journal_full_title";"issn/isbn";"issn_print";"issn_electronic";"url"
"Université Savoie Mont Blanc";2024;316;"10.21275/SR241119135215";"FALSE";;;;;;
"Université Savoie Mont Blanc";2024;274;"10.21275/SR241202193104";"FALSE";;;;;;
"Université Savoie Mont Blanc";2024;1340;"10.1057/s41599-024-03163-6";"FALSE";;;;;;
"Université Savoie Mont Blanc";2024;2868;"10.1186/s13023-024-03335-2";"FALSE";;;;;;
"Université Savoie Mont Blanc";2024;1410;"10.1113/EP091743";"FALSE";;;;;;
"Université Savoie Mont Blanc";2024;62,6;"10.52589/AJSTE-Y7MY5S49";"FALSE";;;;;;
"Université Savoie Mont Blanc";2024;111,02;"10.21474/IJAR01/18459";"FALSE";;;;;;
