pos;institution_name;journal_title;eissn;doi;url;published;accepted;par_fee;article_type;article_group;initial_opt-out
1;GSI Helmholtzzentrum für Schwerionenforschung GmbH;The European Physical Journal A;1434-601X;10.1140/epja/s10050-022-00663-4;https://doi.org/10.1140/epja/s10050-022-00663-4;25.01.2022;22.12.2021;2750;originalpaper;Research Article;optin
2;GSI Helmholtzzentrum für Schwerionenforschung GmbH;The European Physical Journal A;1434-601X;10.1140/epja/s10050-022-00875-8;https://doi.org/10.1140/epja/s10050-022-00875-8;16.12.2022;31.10.2022;2750;originalpaper;Research Article;optin
3;GSI Helmholtzzentrum für Schwerionenforschung GmbH;The European Physical Journal A;1434-601X;10.1140/epja/s10050-022-00864-x;https://doi.org/10.1140/epja/s10050-022-00864-x;08.11.2022;12.10.2022;917;letter;Non Research Article;optin
4;GSI Helmholtzzentrum für Schwerionenforschung GmbH;The European Physical Journal A;1434-601X;10.1140/epja/s10050-022-00896-3;https://doi.org/10.1140/epja/s10050-022-00896-3;13.12.2022;25.11.2022;2750;originalpaper;Research Article;optin
5;GSI Helmholtzzentrum für Schwerionenforschung GmbH;The European Physical Journal A;1434-601X;10.1140/epja/s10050-022-00796-6;https://doi.org/10.1140/epja/s10050-022-00796-6;02.09.2022;18.07.2022;2750;originalpaper;Research Article;optin
6;GSI Helmholtzzentrum für Schwerionenforschung GmbH;Radiation and Environmental Biophysics;1432-2099;10.1007/s00411-022-00972-8;https://doi.org/10.1007/s00411-022-00972-8;04.04.2022;09.03.2022;2750;originalpaper;Research Article;optin
7;GSI Helmholtzzentrum für Schwerionenforschung GmbH;The European Physical Journal A;1434-601X;10.1140/epja/s10050-022-00771-1;https://doi.org/10.1140/epja/s10050-022-00771-1;30.06.2022;16.06.2022;2750;reviewpaper;Research Article;optin
8;GSI Helmholtzzentrum für Schwerionenforschung GmbH;The European Physical Journal Plus;2190-5444;10.1140/epjp/s13360-022-02476-2;https://doi.org/10.1140/epjp/s13360-022-02476-2;25.02.2022;11.02.2022;2750;originalpaper;Research Article;optin
9;GSI Helmholtzzentrum für Schwerionenforschung GmbH;La Rivista del Nuovo Cimento;1826-9850;10.1007/s40766-022-00030-5;https://doi.org/10.1007/s40766-022-00030-5;30.03.2022;23.11.2021;2750;originalpaper;Research Article;optin
