institution;period;euro;doi;is_hybrid;publisher;journal_full_title;issn/isbn;issn_print;issn_electronic;url;;;
INSA Lyon - Institut National des Sciences Appliquées de Lyon;2023;1501,65;10.1016/j.jsames.2023.104317;TRUE;;;;;;;;;
INSA Lyon - Institut National des Sciences Appliquées de Lyon;2023;2242,91;10.3390/genes14020269;FALSE;;;;;;;;;
INSA Lyon - Institut National des Sciences Appliquées de Lyon;2023;1803,43;10.3390/app11167337;FALSE;;;;;;;;;
INSA Lyon - Institut National des Sciences Appliquées de Lyon;2023;1925,08;10.1016/j.ijsolstr.2023.112124;TRUE;;;;;;;;;
INSA Lyon - Institut National des Sciences Appliquées de Lyon;2023;307;;FALSE;;Journal on Surgery;;;2691-7785;https://www.journalonsurgery.org/articles/js-v3-1101.html;;;
INSA Lyon - Institut National des Sciences Appliquées de Lyon;2023;3745;10.1186/S40168-023-01714-8;FALSE;;;;;;;;;
INSA Lyon - Institut National des Sciences Appliquées de Lyon;2023;1980,52;10.1016/j.apacoust.2023.109765;TRUE;;;;;;;;;
INSA Lyon - Institut National des Sciences Appliquées de Lyon;2023;2245;10.1038/s41598-023-45777-x;FALSE;;;;;;;;;
