"institution","period","euro","doi","is_hybrid","publisher","journal_full_title","issn","issn_print","issn_electronic","license_ref","indexed_in_crossref","pmid","pmcid","ut","url","doaj"
"Kassel U",2015,1386,"10.1038/srep12430",FALSE,"Springer Nature","Scientific Reports","2045-2322",NA,"2045-2322",NA,TRUE,"26199059","PMC4510487",NA,NA,TRUE
"Kassel U",2015,1459,"10.1371/journal.pone.0131271",FALSE,"Public Library of Science (PLoS)","PLOS ONE","1932-6203",NA,"1932-6203","http://creativecommons.org/licenses/by/4.0/",TRUE,"26110905","PMC4482531",NA,NA,TRUE
"Kassel U",2015,1384,"10.1155/2015/736943",FALSE,"Hindawi Publishing Corporation","Journal of Nanomaterials","1687-4110","1687-4110","1687-4129","http://creativecommons.org/licenses/by/4.0/",TRUE,NA,NA,NA,NA,TRUE
"Kassel U",2015,1185,"10.3390/su70810709",FALSE,"MDPI AG","Sustainability","2071-1050",NA,"2071-1050",NA,TRUE,NA,NA,NA,NA,TRUE
"Kassel U",2015,1129,"10.1140/epjqt/s40507-015-0034-0",FALSE,"Springer Nature","EPJ Quantum Technology","2196-0763",NA,"2196-0763","http://www.springer.com/tdm",TRUE,NA,NA,NA,NA,TRUE
"Kassel U",2015,297,"10.3390/foods4030420",FALSE,"MDPI AG","Foods","2304-8158",NA,"2304-8158",NA,TRUE,NA,NA,NA,NA,TRUE
"Kassel U",2015,1861,"10.3389/fpsyg.2015.01312",FALSE,"Frontiers Media SA","Frontiers in Psychology","1664-1078",NA,"1664-1078",NA,TRUE,"26388815","PMC4555659",NA,NA,TRUE
"Kassel U",2015,496,"10.3390/ani5040395",FALSE,"MDPI AG","Animals","2076-2615",NA,"2076-2615",NA,TRUE,"26479480","PMC4693199",NA,NA,TRUE
"Kassel U",2015,150,"10.12924/of2015.01010003",FALSE,"Librello","Organic Farming","2297-6485",NA,"2297-6485",NA,TRUE,NA,NA,NA,NA,FALSE
"Kassel U",2015,235,"10.3732/apps.1500084",FALSE,"Botanical Society of America","Applications in Plant Sciences","2168-0450",NA,"2168-0450",NA,TRUE,"26819858","PMC4716777",NA,NA,TRUE
"Kassel U",2015,1601,"10.3389/fpsyg.2015.01820",FALSE,"Frontiers Media SA","Frontiers in Psychology","1664-1078",NA,"1664-1078",NA,TRUE,"26648887","PMC4664728",NA,NA,TRUE
"Kassel U",2015,1481,"10.1371/journal.pone.0144045",FALSE,"Public Library of Science (PLoS)","PLOS ONE","1932-6203",NA,"1932-6203",NA,TRUE,"26675312","PMC4699451",NA,NA,TRUE
