institution;period;euro;doi;backlist_oa;publisher;book_title;isbn;isbn_print;isbn_electronic;license_ref;indexed_in_crossref;doab
Zurich University of the Arts;2020;2500.00;10.5281/zenodo.3691728;FALSE;Transversal;Polyphone Ästhetik: Eine kritische Situierung;NA;978-3-903046-24-5;NA;CC BY-NC-ND;FALSE;FALSE
Zurich University of the Arts;2020;7539.00;10.1007/978-3-030-60396-0;FALSE;Springer Nature;Design Ethnography: Epistemology and Methodology;NA;978-3-030-60395-3;978-3-030-60396-0;CC BY;TRUE;TRUE
Zurich University of the Arts;2020;5385.00;10.1515/9783035623086;FALSE;Birkhäuser;Filmen Forschen Annotieren: Handbuch Research Video;NA;978-3-035-62300-0;978-3-0356-2308-6;CC BY-NC-ND;TRUE;TRUE
Zurich University of the Arts;2020;5385.00;10.5281/zenodo.4486646;FALSE;Transversal;Ungefüge;NA;978-3-903046-27-6;NA;CC BY-NC-ND;FALSE;FALSE
Zurich University of the Arts;2020;6000.00;10.14361/9783839452431;FALSE;Transcript;Curating Contemporary Music Festivals: A New Perspective on Music's Mediation;NA;978-3-8376-5243-7;978-3-8394-5243-1;CC BY-NC-ND;TRUE;TRUE
Zurich University of the Arts;2020;7539.00;10.1515/9783035622751-028;FALSE;Birkhäuser;Not at Your Service: Manifestos for Design;NA;978-3-0356-2272-0;978-3-0356-2275-1;CC BY-NC-ND;TRUE;TRUE
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
