Institution;Period;EURO;doi;is_hybrid;publisher;journal_full_title;issn;issn_print;issn_electronic;indexed_in_CrossRef;pmid;pmcid;ut;DOAJ;license_ref;base_url;repo_id
Zurich University of the Arts;2020;2337.09;10.1007/s12193-020-00336-w;TRUE;Springer Nature;Journal on Multimodal User Interfaces;2048-6790;1783-7677;1783-8738;TRUE;NA;NA;NA;FALSE;CC BY;https://www.zenodo.org/;4012302
