"institution","period","euro","doi","is_hybrid","publisher","journal_full_title","issn","license_ref","pmid","url","local_id"
"Saarland University","2020","1741,13","10.3390/pharmaceutics12100908",FALSE,"MDPI","Pharmaceutics","1999-4923","https://creativecommons.org/licenses/by/4.0/",NA,"oai:publikationen.sulb.uni-saarland.de:20.500.11880/30057",NA
"Saarland University","2020","1397,20","10.3390/pharmaceutics12100930",FALSE,"MDPI","Pharmaceutics","1999-4923","https://creativecommons.org/licenses/by/4.0/",NA,"oai:publikationen.sulb.uni-saarland.de:20.500.11880/30454",NA
"Saarland University","2020","1785,00","10.1186/s13567-020-00800-1",FALSE,"BMC","Veterinary Research","1297-9716","http://creativecommons.org/licenses/by/4.0/",NA,"oai:publikationen.sulb.uni-saarland.de:20.500.11880/30515",NA
"Saarland University","2020","1742,34","10.3390/app10238356",FALSE,"MDPI","Applied Sciences","2076-3417","https://creativecommons.org/licenses/by/4.0/",NA,"oai:publikationen.sulb.uni-saarland.de:20.500.11880/30456",NA
"Saarland University","2020","1934,59","10.3390/ijms21239008",FALSE,"MDPI","International Journal of Molecular Sciences","1422-0067","https://creativecommons.org/licenses/by/4.0/",NA,"oai:publikationen.sulb.uni-saarland.de:20.500.11880/30291",NA
"Saarland University","2020","1934,59","10.3390/ijms21239015",FALSE,"MDPI","International Journal of Molecular Sciences","1422-0067","https://creativecommons.org/licenses/by/4.0/",NA,"oai:publikationen.sulb.uni-saarland.de:20.500.11880/30457",NA
"Saarland University","2020","537,38","10.3390/tropicalmed5040177",FALSE,"MDPI","Tropical Medicine and Infectious Disease","2414-6366","https://creativecommons.org/licenses/by/4.0/",NA,"oai:publikationen.sulb.uni-saarland.de:20.500.11880/30470",NA
"Saarland University","2020","1504,68","10.3390/cells9122614",FALSE,"MDPI","Cells","2073-4409","https://creativecommons.org/licenses/by/4.0/",NA,"oai:publikationen.sulb.uni-saarland.de:20.500.11880/30473",NA
"Saarland University","2020","1354,21","10.3390/diagnostics10121034",FALSE,"MDPI","Diagnostics","2075-4418","https://creativecommons.org/licenses/by/4.0/",NA,"oai:publikationen.sulb.uni-saarland.de:20.500.11880/30475",NA
"Saarland University","2020","1741,13","10.3390/pharmaceutics12121200",FALSE,"MDPI","Pharmaceutics","1999-4923","https://creativecommons.org/licenses/by/4.0/",NA,"oai:publikationen.sulb.uni-saarland.de:20.500.11880/30489",NA
"Saarland University","2021","1941,19","10.3390/ijms21249674",FALSE,"MDPI","International Journal of Molecular Sciences","1422-0067","https://creativecommons.org/licenses/by/4.0/",NA,"oai:publikationen.sulb.uni-saarland.de:20.500.11880/30491",NA
"Saarland University","2020","1925,31","10.3390/en14010245",FALSE,"MDPI","Energies","1996-1073","https://creativecommons.org/licenses/by/4.0/",NA,"oai:publikationen.sulb.uni-saarland.de:20.500.11880/30499",NA
"Saarland University","2021","1925,31","10.3390/ijms22010110",FALSE,"MDPI","International Journal of Molecular Sciences","1422-0067","https://creativecommons.org/licenses/by/4.0/",NA,"oai:publikationen.sulb.uni-saarland.de:20.500.11880/30492",NA
"Saarland University","2020","1540,25","10.3390/microorganisms9010082",FALSE,"MDPI","Microorganisms","2076-2607","https://creativecommons.org/licenses/by/4.0/",NA,"oai:publikationen.sulb.uni-saarland.de:20.500.11880/30497",NA
"Saarland University","2021","1978,39","10.3390/ijms22020799",FALSE,"MDPI","International Journal of Molecular Sciences","1422-0067","https://creativecommons.org/licenses/by/4.0/",NA,"oai:publikationen.sulb.uni-saarland.de:20.500.11880/30528",NA
"Saarland University","2021","1670,40","10.1002/open.202000175",FALSE,"Wiley","ChemistryOpen","2191-1363","http://creativecommons.org/licenses/by-nc-nd/4.0/",NA,"oai:publikationen.sulb.uni-saarland.de:20.500.11880/30519",NA
"Saarland University","2021","1670,40","10.1002/open.202000191",FALSE,"Wiley","ChemistryOpen","2191-1363","http://creativecommons.org/licenses/by-nc-nd/4.0/",NA,"oai:publikationen.sulb.uni-saarland.de:20.500.11880/30520",NA
"Saarland University","2021","1488,28","10.1161/jaha.120.016471",FALSE,"Wiley","Journal of the American Heart Association","2047-9980","http://creativecommons.org/licenses/by-nc-nd/4.0/",NA,"oai:publikationen.sulb.uni-saarland.de:20.500.11880/30521",NA
"Saarland University","2021","1452,32","10.1002/lio2.436",FALSE,"Wiley","Laryngoscope investigative otolaryngology","2378-8038","http://creativecommons.org/licenses/by-nc-nd/4.0/",NA,"oai:publikationen.sulb.uni-saarland.de:20.500.11880/30525",NA
"Saarland University","2021","1689,80","10.1093/jhps/hnaa059",FALSE,"Oxford University Press","Journal of Hip Preservation Surgery","2054-8397","http://creativecommons.org/licenses/by-nc/4.0/",NA,"oai:publikationen.sulb.uni-saarland.de:20.500.11880/30868",NA
"Saarland University","2021","1846,72","10.1186/s40001-020-00469-4",FALSE,"BMC","European Journal of Medical Research","2047-783X","http://creativecommons.org/licenses/by/4.0/",NA,"oai:publikationen.sulb.uni-saarland.de:20.500.11880/30981",NA
"Saarland University","2021","1765,92","10.3390/microorganisms9020232",FALSE,"MDPI","Microorganisms","2076-2607","https://creativecommons.org/licenses/by/4.0/",NA,"oai:publikationen.sulb.uni-saarland.de:20.500.11880/30755",NA
