"institution","period","euro","doi","is_hybrid","publisher","journal_full_title","issn","license_ref","pmid","url","local_id"
"Saarland University","2024","1889.34","10.1186/s12909-024-05331-3",FALSE,"BMC","BMC Medical Education","1472-6920","https://creativecommons.org/licenses/by/4.0/",NA,"oai:publikationen.sulb.uni-saarland.de:20.500.11880/37997",NA
"Saarland University","2024","4082.99","10.1038/s12276-024-01202-5",FALSE,"Springer Nature","Experimental & Molecular Medicine","2092-6413","https://creativecommons.org/licenses/by/4.0/",NA,"oai:publikationen.sulb.uni-saarland.de:20.500.11880/37998",NA
"Saarland University","2024","5976.75","10.1038/s41467-024-47429-8",FALSE,"Springer Nature","Nature Communications","2041-1723","https://creativecommons.org/licenses/by/4.0/",NA,"oai:publikationen.sulb.uni-saarland.de:20.500.11880/38002",NA
"Saarland University","2024","2143.9","10.1038/s41598-024-60491-y",FALSE,"Springer Nature","Scientific Reports","2045-2322","https://creativecommons.org/licenses/by/4.0/",NA,"oai:publikationen.sulb.uni-saarland.de:20.500.11880/38005",NA
"Saarland University","2024","2143.9","10.1038/s41598-024-60169-5",FALSE,"Springer Nature","Scientific Reports","2045-2322","https://creativecommons.org/licenses/by/4.0/",NA,"oai:publikationen.sulb.uni-saarland.de:20.500.11880/38006",NA
"Saarland University","2024","5976.75","10.1038/s41467-024-48843-8",FALSE,"Springer Nature","Nature Communications","2041-1723","https://creativecommons.org/licenses/by/4.0/",NA,"oai:publikationen.sulb.uni-saarland.de:20.500.11880/38012",NA
"Saarland University","2024","2143.9","10.1038/s41598-024-61961-z",FALSE,"Springer Nature","Scientific Reports","2045-2322","https://creativecommons.org/licenses/by/4.0/",NA,"oai:publikationen.sulb.uni-saarland.de:20.500.11880/38013",NA
"Saarland University","2024","2143.9","10.1038/s41598-024-59052-0",FALSE,"Springer Nature","Scientific Reports","2045-2322","https://creativecommons.org/licenses/by/4.0/",NA,"oai:publikationen.sulb.uni-saarland.de:20.500.11880/38014",NA
"Saarland University","2024","2143.9","10.1038/s41598-024-59673-5",FALSE,"Springer Nature","Scientific Reports","2045-2322","https://creativecommons.org/licenses/by/4.0/",NA,"oai:publikationen.sulb.uni-saarland.de:20.500.11880/38015",NA
"Saarland University","2025","1763.06","10.1186/s40662-024-00392-3",FALSE,"BMC","Eye and Vision","2326-0254","http://creativecommons.org/licenses/by/4.0/",NA,"oai:publikationen.sulb.uni-saarland.de:20.500.11880/38018",NA
"Saarland University","2024","1174.36","10.1057/s41599-024-03343-4",FALSE,"Springer Nature","Humanities and Social Sciences Communications","2662-9992","https://creativecommons.org/licenses/by/4.0/",NA,"oai:publikationen.sulb.uni-saarland.de:20.500.11880/38019",NA
"Saarland University","2024","2656.08","10.1186/s12964-024-01701-y",FALSE,"BMC","Cell Communication and Signaling","1478-811X","https://creativecommons.org/licenses/by/4.0/",NA,"oai:publikationen.sulb.uni-saarland.de:20.500.11880/38020",NA
