institution,period,euro,doi,backlist_oa,publisher,book_title,isbn_1,isbn_2,isbn_3
liu,2024,11739.44,10.1007/978-3-031-84505-5,FALSE,Springer Nature,"Advancements in Fluid Power Technology: Sustainability, Electrification, and Digitalization",9783031845055,,
liu,2025, 3351.67,10.4230/lipics.gd.2025,FALSE,SCHLOSS DAGSTUHL,Proceedings of the 33rd International Symposium on Graph Drawing and Network Visualization (GD 2025),9783959774031,,
liu,2025, 6941.91,10.4324/9781003319818,FALSE,Taylor and Francis,Health Activism and Sexual Politics,9781003319818,,
liu,2025, 1056.78,10.53186/978-3-534-64146-8,FALSE,Herder,Philosophie als Kritik und Lebenspraxis,9783534641468,,
