"","uni","Period","EURO","Publisher","Journal","issn.1","issn.2","doi","indexed_in_CrossRef","pmid","pmcid","repo_id","base.url"
"1","Uni Regensburg",2012,2000,"Springer Science + Business Media","Radiat Oncol","1748-717X",NA,"10.1002/open.201200008",TRUE,
