"institution","period","euro","doi","backlist_oa","publisher","book_title","isbn","isbn_print","isbn_electronic","license_ref","indexed_in_crossref","doab"
"TU Berlin",2018,476,"10.14279/depositonce-7472",FALSE,"Ruby Press Berlin","Das Kotti-Prinzip. Urbane Komplizenschaft zwischen Raum,  Mensch, Zeit, Wissen und Dingen","978-3-944074-25-2",NA,NA,"https://creativecommons.org/licenses/by-nc-sa/4.0/",FALSE,FALSE
"TU Berlin",2019,5355,"10.1007/978-3-658-24945-8",FALSE,"Springer Fachmedien Wiesbaden","Die Praxis kollektiven Handelns","978-3-658-24944-1","978-3-658-24944-1","978-3-658-24945-8","http://creativecommons.org/licenses/by/4.0",TRUE,FALSE
"TU Berlin",2019,12390.88,"10.1007/978-3-662-58709-6",FALSE,"Springer Berlin Heidelberg","Handbook of Contact Mechanics","978-3-662-58708-9","978-3-662-58708-9","978-3-662-58709-6","https://creativecommons.org/licenses/by/4.0",TRUE,FALSE
"TU Berlin",2019,5908.35,"10.1007/978-3-658-25393-6",FALSE,"Springer Fachmedien Wiesbaden","The Places Where Community Is Practiced","978-3-658-25392-9","978-3-658-25392-9","978-3-658-25393-6","https://creativecommons.org/licenses/by/4.0",TRUE,FALSE
"TU Berlin",2019,7080.5,"10.1007/978-3-662-60296-6",FALSE,"Springer Berlin Heidelberg","Stoßprobleme in Physik, Technik und Medizin","978-3-662-60295-9","978-3-662-60295-9","978-3-662-60296-6","https://creativecommons.org/licenses/by/4.0",TRUE,FALSE
"TU Berlin",2020,7497,"10.1007/978-3-030-48485-9",FALSE,"Springer International Publishing","The Economics of Water","978-3-030-48484-2","978-3-030-48484-2","978-3-030-48485-9","https://creativecommons.org/licenses/by/4.0",TRUE,FALSE
"TU Berlin",2020,7232.02,"10.14361/9783839448748",FALSE,"transcript Verlag","Media Agency - Neue Ansätze zur Medialität in der Architektur","978-3-8394-4874-8","978-3-8376-4874-4","978-3-8394-4874-8","https://creativecommons.org/licenses/by-sa/4.0/",TRUE,TRUE
"TU Berlin",2020,7427.48,"10.1007/978-3-030-60124-9",FALSE,"Springer International Publishing","Multiscale Biomechanics and Tribology of Inorganic and Organic Systems","978-3-030-60123-2","978-3-030-60123-2","978-3-030-60124-9","https://creativecommons.org/licenses/by/4.0",TRUE,FALSE
"TU Berlin",2020,4760,"10.3726/b16557",FALSE,"Peter Lang","Sprachlernspiele im DaF-Unterricht in der VR China","978-3-631-81242-6","978-3-631-80063-8","978-3-631-81242-6","https://creativecommons.org/licenses/by/4.0/",TRUE,FALSE
"TU Berlin",2020,3580,"10.14631/978-3-96317-721-7",FALSE,"Büchner-Verlag","Sampling in der Musikproduktion","978-3-96317-190-1","978-3-96317-190-1","978-3-96317-721-7","https://creativecommons.org/licenses/by/4.0/",FALSE,TRUE
"TU Berlin",2019,7140,"10.14361/9783839451854",FALSE,"transcript Verlag","Die multiple Identität der Technik","978-3-8394-5185-4","978-3-8376-5185-0","978-3-8394-5185-4","https://creativecommons.org/licenses/by-sa/4.0/",TRUE,TRUE
"TU Berlin",2020,8120,"10.1007/978-3-030-62669-3",FALSE,"Springer International Publishing","Environmental Valuation with Discrete Choice Experiments","978-3-030-62668-6","978-3-030-62668-6","978-3-030-62669-3","https://creativecommons.org/licenses/by/4.0",TRUE,FALSE
"TU Berlin",2020,7556.5,"10.14361/9783839455890",FALSE,"transcript Verlag","Im Zwischenraum der beschleunigten Moderne","978-3-8394-5589-0","978-3-8376-5589-6","978-3-8394-5589-0","https://creativecommons.org/licenses/by/4.0/",TRUE,FALSE
