institution,period,euro,doi,is_hybrid,publisher,journal_full_title,issn,license_ref,opt_out,agreement
TU Berlin,2020,1799.67,10.1007/s00161-020-00891-3,TRUE,Springer Nature,Continuum Mechanics and Thermodynamics,1432-0959,,TRUE,DEAL Springer Nature Germany
TU Berlin,2020,1799.67,10.1007/s10444-020-09784-0,TRUE,Springer Nature,Advances in Computational Mathematics,1572-9044,,TRUE,DEAL Springer Nature Germany
TU Berlin,2020,1799.67,10.1007/s10851-020-00981-6,TRUE,Springer Nature,Journal of Mathematical Imaging and Vision,1573-7683,,TRUE,DEAL Springer Nature Germany
