institution_name,period,euro,doi,is_hybrid,opt-out
DLR,2024,2197.67,10.1007/s00190-023-01814-1,TRUE,FALSE
DLR,2024,2197.67,10.1007/s00348-024-03818-9,TRUE,FALSE
DLR,2024,2197.67,10.1007/s00348-024-03851-8,TRUE,FALSE
DLR,2024,2197.67,10.1007/s00348-024-03866-1,TRUE,FALSE
DLR,2024,2197.67,10.1007/s00348-024-03876-z,TRUE,FALSE
DLR,2024,2197.67,10.1007/s00348-024-03880-3,TRUE,FALSE
DLR,2024,2197.67,10.1007/s00348-024-03884-z,TRUE,FALSE
DLR,2024,2197.67,10.1007/s00348-024-03776-2,TRUE,FALSE
DLR,2024,2197.67,10.1007/s41064-024-00319-6,TRUE,FALSE
DLR,2024,2197.67,10.1007/s10111-024-00753-x,TRUE,FALSE
DLR,2024,2197.67,10.1007/s10443-024-10229-w,TRUE,FALSE
DLR,2024,2197.67,10.1007/s10853-024-09951-4,TRUE,FALSE
DLR,2024,2197.67,10.1007/s10898-024-01443-8,TRUE,FALSE
DLR,2024,2197.67,10.1007/s12567-024-00566-8,TRUE,FALSE
DLR,2024,2197.67,10.1007/s12567-024-00556-w,TRUE,FALSE
DLR,2024,2197.67,10.1007/s12567-024-00557-9,TRUE,FALSE
DLR,2024,2197.67,10.1007/s12567-024-00561-z,TRUE,FALSE
DLR,2024,2197.67,10.1007/s12567-024-00562-y,TRUE,FALSE
DLR,2024,2197.67,10.1007/s12567-024-00571-x,TRUE,FALSE
DLR,2024,2197.67,10.1007/s12567-024-00577-5,TRUE,FALSE
DLR,2024,2197.67,10.1007/s12567-024-00583-7,TRUE,FALSE
DLR,2024,2197.67,10.1007/s12567-024-00544-0,TRUE,FALSE
DLR,2024,2197.67,10.1007/s12567-024-00564-w,TRUE,FALSE
DLR,2024,2197.67,10.1007/s13272-024-00714-0,TRUE,FALSE
DLR,2024,2197.67,10.1007/s13272-024-00733-x,TRUE,FALSE
DLR,2024,2197.67,10.1007/s13272-024-00742-w,TRUE,FALSE
DLR,2024,2197.67,10.1007/s13272-024-00752-8,TRUE,FALSE
DLR,2024,2197.67,10.1007/s13272-024-00771-5,TRUE,FALSE
DLR,2024,2197.67,10.1007/s13272-024-00772-4,TRUE,FALSE
DLR,2024,2197.67,10.1007/s13272-024-00776-0,TRUE,FALSE
DLR,2024,2197.67,10.1007/s13272-024-00796-w,TRUE,FALSE
DLR,2024,2197.67,10.1007/s13272-024-00717-x,TRUE,FALSE
DLR,2024,2197.67,10.1007/s13272-024-00721-1,TRUE,FALSE
DLR,2024,2197.67,10.1007/s13272-024-00722-0,TRUE,FALSE
DLR,2024,2197.67,10.1007/s13272-024-00725-x,TRUE,FALSE
DLR,2024,2197.67,10.1007/s13272-024-00726-w,TRUE,FALSE
DLR,2024,2197.67,10.1007/s13272-024-00731-z,TRUE,FALSE
DLR,2024,2197.67,10.1007/s13272-024-00732-y,TRUE,FALSE
DLR,2024,2197.67,10.1007/s13272-024-00738-6,TRUE,FALSE
DLR,2024,2197.67,10.1007/s13272-024-00739-5,TRUE,FALSE
DLR,2024,2197.67,10.1007/s13272-024-00743-9,TRUE,FALSE
DLR,2024,2197.67,10.1007/s13272-024-00747-5,TRUE,FALSE
DLR,2024,2197.67,10.1007/s13272-024-00748-4,TRUE,FALSE
DLR,2024,2197.67,10.1007/s13272-024-00749-3,TRUE,FALSE
DLR,2024,2197.67,10.1007/s13272-024-00755-5,TRUE,FALSE
DLR,2024,2197.67,10.1007/s13272-024-00756-4,TRUE,FALSE
DLR,2024,2197.67,10.1007/s13272-024-00764-4,TRUE,FALSE
DLR,2024,2197.67,10.1007/s13272-024-00769-z,TRUE,FALSE
DLR,2024,2197.68,10.1007/s13272-024-00773-3,TRUE,FALSE
DLR,2024,2197.68,10.1007/s13272-024-00775-1,TRUE,FALSE
DLR,2024,2197.68,10.1007/s13272-024-00780-4,TRUE,FALSE
DLR,2024,2197.68,10.1007/s13272-024-00781-3,TRUE,FALSE
DLR,2024,2197.68,10.1007/s13272-024-00783-1,TRUE,FALSE
DLR,2024,2197.68,10.1007/s13272-024-00785-z,TRUE,FALSE
DLR,2024,2197.68,10.1007/s13272-024-00789-9,TRUE,FALSE
DLR,2024,2197.68,10.1007/s13272-024-00792-0,TRUE,FALSE
DLR,2024,2197.68,10.1007/s11044-024-09986-0,TRUE,FALSE
DLR,2024,2197.68,10.1007/s11214-024-01052-7,TRUE,FALSE
DLR,2024,2197.68,10.1007/s11214-024-01054-5,TRUE,FALSE
DLR,2024,2197.68,10.1007/s11356-024-34543-9,TRUE,FALSE
DLR,2024,2197.68,10.1007/s11403-024-00425-z,TRUE,FALSE
DLR,2024,2197.68,10.1007/s10270-024-01209-6,TRUE,FALSE
DLR,2024,2197.68,10.1007/s10291-024-01681-z,TRUE,FALSE
DLR,2024,2197.68,10.1007/s10291-024-01736-1,TRUE,FALSE
DLR,2024,2197.68,10.1007/s10291-024-01793-6,TRUE,FALSE
DLR,2024,2197.68,10.1007/s10514-024-10164-6,TRUE,FALSE
