"institution","period","euro","doi","backlist_oa","publisher","book_title","isbn","isbn_print","isbn_electronic","license_ref","indexed_in_crossref","doab"
"Leibniz-Fonds",2019,10710,"10.1515/9783110604856",FALSE,"De Gruyter","Die Graphematik der Morpheme im Deutschen und Englischen","978-3-11-060485-6",NA,"978-3-11-060485-6","http://creativecommons.org/licenses/by-nc-nd/4.0",TRUE,TRUE
"Leibniz-Fonds",2019,7348.25,"10.11588/arthistoricum.394",FALSE,"Verlag des Germanischen Nationalmuseums","Gekauft - Getauscht - Geraubt? Erwerbungen des Germanischen Nationalmuseums zwischen 1933 und 1945 : Weitere Ergebnisse der Provenienzforschung",978-3-947449-04-0,NA,978-3-947449-04-0,NA,FALSE,FALSE
"Leibniz-Fonds",2019,5000,"10.14361/9783839449882",FALSE,"transcript Verlag","Normativität und Wertneutralität","978-3-8394-4988-2",NA,"978-3-8394-4988-2","http://creativecommons.org/licenses/by/4.0",TRUE,FALSE
"Leibniz-Fonds",2019,2975,"10.14361/9783839448366",FALSE,"transcript Verlag","Protest twittern","978-3-8376-4836-2","978-3-8376-4836-2","978-3-8394-4836-6","https://creativecommons.org/licenses/by-sa/4.0/",TRUE,TRUE
"Leibniz-Fonds",2020,8401.4,"10.15463/ifz-2019-1",FALSE,"Wallstein Verlag","Political and Transitional Justice in Germany, Poland and the Soviet Union from the 1930s to the 1950s","978-3-8353-3561-5",NA,"978-3-8353-3561-5",NA,FALSE,FALSE 
"Leibniz-Fonds",2020,802.42,"10.3224/86388818",FALSE,"Budrich UniPress","Armutsrisiko alleinerziehend","978-3-86388-818-3","978-3-86388-818-3",NA,NA,TRUE,TRUE
"Leibniz-Fonds",2019,3300,"10.13109/9783666370847",FALSE,"Vandenhoeck & Ruprecht","»In the Cause of Humanity«","978-3-525-37084-1","978-3-525-37084-1","978-3-666-37084-7",NA,TRUE,TRUE
"",,,"","","","","","","","","",""
"Leibniz-Fonds",2020,7140,"10.1007/978-3-662-61454-9",FALSE,"Springer Berlin Heidelberg","Evidenzbasierter Fledermausschutz in Windkraftvorhaben","978-3-662-61453-2","978-3-662-61453-2","978-3-662-61454-9","https://creativecommons.org/licenses/by/4.0",TRUE,FALSE
"Leibniz-Fonds",2020,4760,"10.2357/9783823392439",FALSE,"Gunter Narr Verlag","Discomposition redressed : Hidden Change, Modality, and Comparison in German","978-3-8233-8243-0","978-3-8233-8243-0","978-3-8233-9243-9",NA,FALSE,FALSE
"Leibniz-Fonds",2020,4760,"10.2357/9783823393610",FALSE,"Gunter Narr Verlag","POS-Tagging für Transkripte gesprochener Sprache : Entwicklung einer automatisierten Wortarten-Annotation am Beispiel des Forschungs- und Lehrkorpus Gesprochenes Deutsch (FOLK)","978-3-8233-8361-1","978-3-8233-8361-1","978-3-8233-9361-0",NA,FALSE,FALSE
"Leibniz-Fonds",2020,7239.96,"10.14361/9783839451809",FALSE,"transcript Verlag","Postwachstumsgeographien","978-3-8376-5180-5","978-3-8376-5180-5","978-3-8394-5180-9","https://creativecommons.org/licenses/by/4.0/",TRUE,TRUE
"Leibniz-Fonds",2020,1980,"10.35468/5799",FALSE,"Verlag Julius Klinkhardt","Ist eine gute Schule eine inklusive Schule? Entwicklung von Messinstrumenten durch Schulinspektionen","978-3-7815-5799-4","978-3-7815-5799-4",NA,NA,TRUE,TRUE
"Leibniz-Fonds",2020,2904.87,"10.3262/978-3-7799-6343-1",FALSE,"Beltz","Bildungswerte und Schulentfremdung : Schulische Kontexteffekte in Luxemburg und im Schweizer Kanton Bern","978-3-7799-6343-1","978-3-7799-6343-1","978-3-7799-5649-5",NA,FALSE,FALSE
"Leibniz-Fonds",2020,3927,"10.13109/9783666564857",FALSE,"Vandenhoeck & Ruprecht","Mit Gott, für Vaterland und Menschheit?","978-3-525-56485-1","978-3-525-56485-1","978-3-666-56485-7",NA,TRUE,TRUE
"Leibniz-Fonds",2020,4500,"10.3224/84742378",FALSE,"Verlag Barbara Budrich","Bilinguale Interaktion beim Peer-Learning in der Grundschule. Eine Mixed-Methods Studie mit bilingual türkisch-deutschsprachig aufwachsenden Schüler*innen","978-3-8474-2378-2","978-3-8474-2378-2",NA,NA,TRUE,TRUE
"Leibniz-Fonds",2021,3828,"10.13109/9783666360992",FALSE,"Vandenhoeck & Ruprecht","»Wer helfen kann, der helfe!«","978-3-525-36099-6","978-3-525-36099-6","978-3-666-36099-2",NA,TRUE,FALSE
"Leibniz-Fonds",2021,4760,"10.12907/978-3-593-44696-7",FALSE,"Campus Verlag","Unter Verschluss : Zur Geschichte des Suizids in der DDR 1952-1990","978-3-593-51329-4","978-3-593-51329-4","978-3-593-44696-7",NA,FALSE,FALSE
"Leibniz-Fonds",2021,2803.72,"10.15463/ifz-2020-1",FALSE,"Metropol Verlag","Transformation einer Volkswirtschaft : Neue Forschungen zur Geschichte der Treuhandanstalt","978-3-86331-535-1","978-3-86331-535-1",NA,"CC-BY-NC-ND 3.0 DE",FALSE,FALSE
"Leibniz-Fonds",2021,4020,"10.21983/p3.0298.1.00",FALSE,"punctum books","Trickbox of Memory : Essays on Power and Disorderly Pasts","978-1-953035-24-0","978-1-953035-24-0","978-1-953035-25-7",NA,FALSE,FALSE
"Leibniz-Fonds",2022,5000,"10.5040/9781509946396",FALSE,"Hart Publishing","Pandemocracy in Europe","978-1-5099-4636-5","978-1-5099-4636-5","978-1-5099-4637-2",NA,TRUE,TRUE
