"institution","period","euro","doi","is_hybrid","publisher","journal_full_title","issn","issn_print","issn_electronic","license_ref","indexed_in_crossref","pmid","pmcid","ut","url","doaj"
"MPG",2015,NA,"10.1007/s00226-015-0779-8",TRUE,"Springer Nature","Wood Science and Technology","0043-7719","0043-7719","1432-5225",NA,TRUE,NA,NA,NA,NA,FALSE
"MPG",2015,NA,"10.1007/s00294-015-0541-7",TRUE,"Springer Nature","Current Genetics","0172-8083","0172-8083","1432-0983",NA,TRUE,"26597447","PMC4826407",NA,NA,FALSE
"MPG",2015,NA,"10.3758/s13428-015-0688-7",TRUE,"Springer Nature","Behavior Research Methods","1554-3528",NA,"1554-3528",NA,TRUE,NA,NA,NA,NA,FALSE
"MPG",2015,NA,"10.1007/s00412-015-0562-5",TRUE,"Springer Nature","Chromosoma","0009-5915","0009-5915","1432-0886",NA,TRUE,NA,NA,NA,NA,FALSE
"MPG",2015,NA,"10.1140/epja/i2015-15155-3",TRUE,"Springer Nature","The European Physical Journal A","1434-6001","1434-6001","1434-601X",NA,TRUE,NA,NA,NA,NA,FALSE
"MPG",2015,NA,"10.1007/s00412-015-0560-7",TRUE,"Springer Nature","Chromosoma","0009-5915","0009-5915","1432-0886",NA,TRUE,NA,NA,NA,NA,FALSE
"MPG",2015,NA,"10.1007/s00109-015-1373-0",TRUE,"Springer Nature","Journal of Molecular Medicine","0946-2716","0946-2716","1432-1440","http://creativecommons.org/licenses/by/4.0",TRUE,"26637426","PMC4856727",NA,NA,FALSE
"MPG",2015,NA,"10.1007/s00253-015-7186-9",TRUE,"Springer Nature","Applied Microbiology and Biotechnology","0175-7598","0175-7598","1432-0614",NA,TRUE,"26659224","PMC4737797",NA,NA,FALSE
"MPG",2015,NA,"10.1007/s10948-015-3287-z",TRUE,"Springer Nature","Journal of Superconductivity and Novel Magnetism","1557-1939","1557-1939","1557-1947",NA,TRUE,NA,NA,NA,NA,FALSE
"MPG",2015,NA,"10.1007/s10948-015-3302-4",TRUE,"Springer Nature","Journal of Superconductivity and Novel Magnetism","1557-1939","1557-1939","1557-1947",NA,TRUE,NA,NA,NA,NA,FALSE
"MPG",2015,NA,"10.1007/s11837-015-1764-2",TRUE,"Springer Nature","JOM","1047-4838","1047-4838","1543-1851",NA,TRUE,NA,NA,NA,NA,FALSE
"MPG",2015,NA,"10.1007/s11661-015-3271-z",TRUE,"Springer Nature","Metallurgical and Materials Transactions A","1073-5623","1073-5623","1543-1940",NA,TRUE,NA,NA,NA,NA,FALSE
"MPG",2015,NA,"10.1007/s11669-015-0446-7",TRUE,"Springer Nature","Journal of Phase Equilibria and Diffusion","1547-7037","1547-7037","1863-7345",NA,TRUE,NA,NA,NA,NA,FALSE
"MPG",2015,NA,"10.1007/s00791-015-0252-0",TRUE,"Springer Nature","Computing and Visualization in Science","1432-9360","1432-9360","1433-0369",NA,TRUE,NA,NA,NA,NA,FALSE
"MPG",2015,NA,"10.1007/s11244-015-0528-0",TRUE,"Springer Nature","Topics in Catalysis","1022-5528","1022-5528","1572-9028",NA,TRUE,NA,NA,NA,NA,FALSE
"MPG",2015,NA,"10.1007/s12035-015-9680-6",TRUE,"Springer Nature","Molecular Neurobiology","0893-7648","0893-7648","1559-1182",NA,TRUE,NA,NA,NA,NA,FALSE
"MPG",2015,NA,"10.1007/s11818-015-0039-z",TRUE,"Springer Nature","Somnologie","1432-9123","1432-9123","1439-054X",NA,TRUE,NA,NA,NA,NA,FALSE
"MPG",2015,NA,"10.1007/s13361-015-1308-6",TRUE,"Springer Nature","Journal of The American Society for Mass Spectrometry","1044-0305","1044-0305","1879-1123",NA,TRUE,"26729457","PMC4756043",NA,NA,FALSE
