institution;period;doi;is_hybrid;euro
MPG;2017;10.1039/C7CC04877G;TRUE;
MPG;2017;10.1039/C7SM01189J;TRUE;
MPG;2017;10.1039/C7TA07686J;TRUE;
MPG;2017;10.1039/C7CP06945F;TRUE;
MPG;2017;10.1039/C7CP06073D;TRUE;
MPG;2017;10.1039/C7DT03390G;TRUE;
MPG;2017;10.1039/C7OB02605F;TRUE;
MPG;2017;10.1039/C7CP06518C;TRUE;
