institution;period;euro;doi;backlist_oa;book_title;isbn_1;isbn_2
Universität Erfurt;2021;3.421,25;10.14361/9783839457542;false;Revolution und defekte Transformation in Ägypten;978-3-8394-5754-2;978-3-8376-5754-8 
