"institution","period","euro","doi","backlist_oa","publisher","book_title","isbn","isbn_print","isbn_electronic","license_ref","indexed_in_crossref","doab"
"HU Berlin",2024,7881.3,"10.5771/9783748948155",FALSE,"Nomos Verlagsgesellschaft mbH & Co. KG","Die Heimat der Anderen","978-3-7489-4815-5","978-3-7489-4815-5",NA,"https://creativecommons.org/licenses/by/4.0/",TRUE,FALSE
"HU Berlin",2022,16481.5,"10.1515/9783110714883",FALSE,"De Gruyter","Toward a New Culture of the Material","978-3-11-071488-3",NA,"978-3-11-071488-3","http://creativecommons.org/licenses/by/4.0",TRUE,TRUE
"HU Berlin",2024,4760,"10.12907/978-3-593-45878-6",FALSE,"Campus Verlag","Urbane Psyche","978-3-593-45878-6",NA,"978-3-593-45878-6","https://creativecommons.org/licenses/by/4.0/legalcode",TRUE,FALSE
"HU Berlin",2024,550,"10.30819/5773",FALSE,"Logos Verlag Berlin","A Coupled System of Differential-Algebraic Equation and Hyperbolic Partial Differential Equation","978-3-8325-5773-7","978-3-8325-5773-7",NA,"https://creativecommons.org/licenses/by/4.0",TRUE,FALSE
"HU Berlin",2024,7151.9,"10.31244/9783830998204",FALSE,"Waxmann Verlag","Ethnologie als Ethnographie. Interdisziplinarität, Transnationalität und Netzwerke der Disziplin in der DDR","978-3-8309-4820-9","978-3-8309-4820-9",NA,"https://creativecommons.org/licenses/by/4.0/",TRUE,FALSE
"HU Berlin",2024,13924.57,"10.7765/9781526173485",FALSE,"Manchester University Press","Doing psychiatry in postwar Europe","978-1-5261-7348-5",NA,"978-1-5261-7348-5","http://creativecommons.org/licenses/by/4.0",TRUE,FALSE
"HU Berlin",2024,8895.25,"10.1515/9783111203782",FALSE,"De Gruyter","Exiled in East Germany","978-3-11-120378-2",NA,"978-3-11-120378-2","http://creativecommons.org/licenses/by/4.0",TRUE,FALSE
"HU Berlin",2024,4450,"10.3262/978-3-7799-7548-9",FALSE,"Beltz","Politiken der Kindheit","978-3-7799-7548-9",NA,"978-3-7799-7548-9","https://creativecommons.org/licenses/by/4.0/legalcode",TRUE,TRUE
"HU Berlin",2024,8442.82,"10.1628/978-3-16-163340-9",FALSE,"Mohr Siebeck","Die Berliner Kriminalpolizei in Republik und Nationalsozialismus","978-3-16-163340-9",NA,"978-3-16-163340-9","https://creativecommons.org/licenses/by/4.0/",TRUE,FALSE
"HU Berlin",2024,6381.97,"10.1628/978-3-16-162816-0",FALSE,"Mohr Siebeck","Das sozialethische Unwerturteil als staatliches Fremdbild","978-3-16-162816-0",NA,"978-3-16-162816-0","https://creativecommons.org/licenses/by/4.0/",TRUE,FALSE
"HU Berlin",2024,9296.71,"10.5771/9783748943525",FALSE,"Nomos Verlagsgesellschaft mbH & Co. KG","Strategische Prozessführung im Klagekollektiv","978-3-7489-4352-5","978-3-7489-4352-5",NA,"https://creativecommons.org/licenses/by/4.0/",TRUE,FALSE
"HU Berlin",2024,7735,"10.1515/9783111374918",FALSE,"De Gruyter","Forged in Genocide","978-3-11-137491-8",NA,"978-3-11-137491-8","http://creativecommons.org/licenses/by/4.0",TRUE,TRUE
"HU Berlin",2024,13863.02,"10.14361/9783839472699",FALSE,"transcript Verlag","Golden Pudel-Ethnographie","978-3-8376-7269-5","978-3-8376-7269-5","978-3-8394-7269-9","http://creativecommons.org/licenses/by/4.0",TRUE,FALSE
"HU Berlin",2024,7471.81,"10.1628/978-3-16-163984-5",FALSE,"Mohr Siebeck","Sexuelle Selbstbestimmung jenseits des Körperlichen","978-3-16-163984-5",NA,"978-3-16-163984-5","https://creativecommons.org/licenses/by/4.0/",TRUE,FALSE
"HU Berlin",2024,8619.17,"10.1628/978-3-16-163203-7",FALSE,"Mohr Siebeck","Human Enhancements und Patentrecht","978-3-16-163203-7",NA,"978-3-16-163203-7","https://creativecommons.org/licenses/by/4.0/",TRUE,FALSE
"HU Berlin",2024,4760,"10.12907/978-3-593-45913-4",FALSE,"Campus Verlag","Rechtspopulismus und Homosexualität","978-3-593-45913-4",NA,"978-3-593-45913-4","https://creativecommons.org/licenses/by/4.0/legalcode",TRUE,FALSE
