institution,period,euro,doi,backlist_oa,publisher,book_title,isbn_1,isbn_2,isbn_3
uu,2025, 8828.98,10.5040/9798765118771,,Bloomsbury,Relational Technologies: In Search of the Self across Datafied Lifeworlds,9798765118771,,
uu,2025, 8407.01,10.1017/9781009505468,,Cambridge University Press,AI and Image,9781009505468,,
uu,2025, 7006.29,10.24908/mqup.35087,,McGill-Queen's University Press,"Citizens, Civil Society, and Activism under the EPRDF Regime in Ethiopia: An Analysis from Below",9780228027539,,
uu,2025,13498.93,10.1007/978-3-031-77653-3,,Springer Nature,Bankminded,9783031776533,,
uu,2025, 7403.76,,,Taylor & Francis,Business Relationships and Networks,9781003599548,,
uu,2025, 9519.12,10.4324/9781003330592,,Taylor & Francis,Rational Anger,9781003330592,,
