institution;period;euro;doi;is_hybrid;opt_out;Article Type;Article URL
Universität Mannheim;2021;3.708;10.1007/s11747-021-00771-5;TRUE;TRUE;OriginalPaper;https://link.springer.com/article/10.1007/s11747-021-00771-5
