institution;apc;period;doi;currency;is_hybrid
Consejo Superior de Investigaciones Cientificas (CSIC);2590;01/01/2022;10.1042/EBC20210058;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);2590;01/01/2022;10.1042/BST20211115;EUR;TRUE
