DOI,period,Institution,is_hybrid
10.1007/s10670-018-0002-z,2018,Umea University,TRUE
10.1007/s10734-018-0266-x,2018,Stockholm University,TRUE
10.1007/s10570-018-1811-6,2018,Uppsala University,TRUE
10.1007/s11562-018-0418-x,2018,Lund University,TRUE
10.1007/s11071-018-4234-x,2018,Umea University,TRUE
10.1007/s11572-018-9464-y,2018,Stockholm University,TRUE
10.1007/s10570-018-1764-9,2018,Royal Institute of Technology,TRUE
10.1007/s12136-018-0348-5,2018,Stockholm University,TRUE
10.1007/s10780-018-9321-x,2018,Uppsala University,TRUE
10.1007/s00167-018-4952-0,2018,University of Gothenburg,TRUE
10.1007/s00421-018-3869-0,2018,Royal Institute of Technology,TRUE
10.1007/s00264-018-3920-0,2018,Lund University,TRUE
10.1007/s00383-018-4265-x,2018,Karolinska Institute,TRUE
10.1007/s00392-018-1252-0,2018,Uppsala University,TRUE
10.1007/s00125-018-4618-y,2018,Umea University,TRUE
10.1007/s00405-018-4946-z,2018,University of Gothenburg,TRUE
10.1007/s00231-018-2334-2,2018,Lund University,TRUE
10.1007/s10955-018-2037-6,2018,Royal Institute of Technology,TRUE
10.1007/s12032-018-1127-2,2018,Karolinska Institute,TRUE
10.1007/s10639-018-9708-4,2018,University of Gävle,TRUE
10.1007/s11187-018-0036-2,2018,Umea University,TRUE
10.1007/s11187-018-0039-z,2018,Blekinge Institute of Technology,TRUE
10.1007/s11187-018-0051-3,2018,Stockholm University,TRUE
10.1007/s00020-018-2460-8,2018,Linköping University,TRUE
10.1007/s10661-018-6659-6,2018,Lund University,TRUE
10.1007/s11192-018-2729-3,2018,Umea University,TRUE
10.1007/s10982-018-9332-x,2018,Stockholm University,TRUE
10.1007/s10494-018-9904-8,2018,Lund University,TRUE
10.1007/s11051-018-4227-1,2018,Lulea University of Technology,TRUE
10.1007/s10677-018-9877-7,2018,Royal Institute of Technology,TRUE
10.1007/s10610-018-9382-5,2018,Malmö University,TRUE
10.1007/s12665-018-7465-8,2018,Lulea University of Technology,TRUE
10.1007/s00405-018-4970-z,2018,Karolinska Institute,TRUE
10.1007/s00394-018-1688-z,2018,Lund University,TRUE
10.1007/s11241-018-9304-0,2018,Uppsala University,TRUE
10.1007/s10657-018-9582-y,2018,Linnaeus University,TRUE
10.1007/s11910-018-0831-9,2018,Umea University,TRUE
10.1007/s00592-018-1145-8,2018,Lund University,TRUE
10.1007/s00723-018-1000-7,2018,Royal Institute of Technology,TRUE
10.1007/s00268-018-4642-6,2018,Umea University,TRUE
10.1007/s11136-018-1845-0,2018,University of Gävle,TRUE
10.1007/s10552-018-1033-0,2018,Karolinska Institute,TRUE
10.1007/s13324-018-0230-z,2018,Linköping University,TRUE
10.1007/s00038-018-1097-3,2018,Karolinska Institute,TRUE
10.1007/s10670-018-9994-7,2018,Malmö University,TRUE
10.1007/s12142-018-0510-x,2018,Lund University,TRUE
10.1007/s10677-018-9886-6,2018,Lund University,TRUE
10.1007/s00167-018-4954-y,2018,University of Gothenburg,TRUE
10.1007/s10270-018-0675-4,2018,Mälardalen University,TRUE
10.1007/s00374-018-1281-x,2018,Swedish University of Agricultural Sciences,TRUE
10.1007/s00415-018-8857-0,2018,Uppsala University,TRUE
10.1007/s10337-018-3519-z,2018,Karlstad University,TRUE
10.1007/s10067-018-4079-1,2018,Karolinska Institute,TRUE
10.1007/s10586-018-2718-6,2018,Karlstad University,TRUE
